MlsNumber,LivingArea,MunicipalTax,SchoolTax,LotAssessment,BuildingAssessment,Area
10847106,60 Square metres,1.00,684.00,23500.00,294800.00,
20115365,,2208.00,460.00,23500.00,237800.00,
20554951,,2125.00,439.00,23400.00,223900.00,
16470504,,1668.00,286.00,23300.00,141600.00,
11818190,,1880.00,400.00,23300.00,205300.00,
12862077,,1712.00,348.00,23200.00,184300.00,
22424187,648.0 Square Feet,1620.00,349.00,23100.00,181700.00,
14128869,78.8 Square Metres,2783.00,644.00,23000.00,342800.00,
23513238,,2936.00,656.00,23000.00,323800.00,
21422275,,1723.00,352.00,22900.00,176500.00,
11289412,,2391.00,492.00,22900.00,277100.00,
21890218,,2535.00,546.00,22800.00,284300.00,
23800262,,1609.00,316.00,22600.00,155400.00,
18420519,,1652.00,314.00,22500.00,148800.00,
10408060,827.0 Square Feet,1.00,1.00,22200.00,213400.00,
13490628,620.0 Square Feet,1422.00,248.00,22200.00,120600.00,
15804139,46.4 Square Metres,1607.00,328.00,22200.00,163900.00,
18455341,,1857.00,384.00,22000.00,198900.00,
28792992,,1967.00,407.00,22000.00,214800.00,
13382159,560 Square Feet,1336.00,298.00,21900.00,131900.00,
28908307,,1012.00,406.00,21800.00,210400.00,
22569209,1100.0 Square Feet,2050.00,385.00,21800.00,199500.00,
13494593,602 Square metres,1127.00,254.00,21700.00,131900.00,
28654033,785.0 Square Feet,1848.00,373.00,21700.00,204100.00,
15936440,,2166.00,460.00,21400.00,239300.00,
13812895,522.0 Square Feet,1801.00,332.00,21300.00,175600.00,
26281776,625.0 Square Feet,929.00,197.00,21200.00,95600.00,
17668680,1161.0 Square Feet,2402.00,364.00,21100.00,168500.00,
27986956,,1419.00,300.00,21000.00,166500.00,
11281111,504.0 Square Feet,1230.00,254.00,20900.00,119100.00,
28440635,410.0 Square Feet,1511.00,311.00,20900.00,179700.00,
19856012,60 Square metres,1559.00,269.00,20900.00,126800.00,
25533967,798 Square Feet,1632.00,343.00,20900.00,177300.00,
10251171,60 Square metres,2276.00,370.00,20800.00,187400.00,
13878431,700 Square Feet,1445.00,317.00,20500.00,168600.00,
14347790,825.0 Square Feet,2084.00,450.00,20500.00,209200.00,
24602738,,1732.00,367.00,20400.00,178000.00,
24479786,,1316.00,263.00,20300.00,122000.00,
10077396,417.0 Square Feet,1254.00,267.00,20100.00,126600.00,
20182013,770 Square Feet,2098.00,443.00,20100.00,267800.00,
17534434,,1983.00,434.00,20000.00,188500.00,
12014049,697 Square Feet,1518.00,327.00,19800.00,168100.00,
8581147,737 Square Feet,2693.00,570.00,19500.00,247833.00,
23732507,56 Square metres,1230.00,241.00,19400.00,118000.00,
24544882,725.0 Square Feet,1830.00,354.00,19300.00,202300.00,
17680299,585.0 Square Feet,1828.00,376.00,19200.00,201500.00,
14055187,,2240.00,476.00,19100.00,250100.00,
26534276,,1880.00,385.00,18700.00,204900.00,
12566495,650 Square Feet,1646.00,346.00,18500.00,179600.00,
13479893,,1720.00,353.00,18500.00,184900.00,
12819495,673 Square Feet,2508.00,550.00,18500.00,312900.00,
22551552,893 Square Feet,1748.00,345.00,18100.00,174100.00,
17169547,84.3 Square Metres,2003.00,371.00,18100.00,214400.00,
25036730,,1306.00,266.00,18000.00,117400.00,
18054442,,1724.00,349.00,18000.00,190000.00,
25804348,751.0 Square Feet,2182.00,455.00,18000.00,243200.00,
9102532,744 Square Feet,1485.00,335.00,17900.00,166700.00,
25379597,,1267.00,246.00,17800.00,125500.00,
26621250,427.0 Square Feet,1328.00,268.00,17700.00,136100.00,
28403753,,1529.00,319.00,17400.00,164700.00,
15512159,834.0 Square Feet,1562.00,389.00,17300.00,201900.00,
10383470,71 Square metres,2131.00,441.00,17300.00,198000.00,
21646629,502.0 Square Feet,797.00,164.00,17200.00,75500.00,
12989994,667.0 Square Feet,1558.00,312.00,17000.00,172100.00,
24016062,600 Square Feet,1705.00,363.00,17000.00,192300.00,
10032054,49 Square metres,2196.00,501.00,16900.00,223900.00,
17125592,496.0 Square Feet,1245.00,258.00,16800.00,122300.00,
27076057,506.0 Square Feet,1333.00,189.00,16800.00,125000.00,
10552026,1.0 Square Feet,1770.00,388.00,16800.00,199400.00,
23401841,,1208.00,250.00,16700.00,119100.00,
25254999,1082.0 Square Feet,2468.00,526.00,16600.00,284400.00,
11981577,,1277.00,260.00,16500.00,116700.00,
24602085,487 piå_,1973.00,405.00,16200.00,192200.00,
11441079,80.4 Square Metres,2670.00,549.00,15700.00,309900.00,
21595746,560 piå_,1315.00,271.00,15200.00,157400.00,
10256631,,1744.00,344.00,15000.00,198800.00,
18727623,683.0 Square Feet,1813.00,380.00,15000.00,202100.00,
11138387,930.0 Square Feet,2220.00,232.00,14400.00,253500.00,
16058273,56.1 Square Metres,1978.00,419.00,14300.00,236500.00,
19166014,734.0 Square Feet,956.00,201.00,14200.00,96000.00,
24419555,,1194.00,252.00,14100.00,126400.00,
13471130,,1264.00,258.00,13800.00,134200.00,
25550008,539 Square Feet,1332.00,245.00,13700.00,168700.00,
28953037,,1845.00,400.00,13700.00,180000.00,
14247513,456.0 Square Feet,1093.00,216.00,13600.00,128800.00,
22187429,849.0 Square Feet,2089.00,449.00,13500.00,234400.00,
16311269,,1247.00,260.00,13300.00,135300.00,
25940853,920 Square Feet,1969.00,443.00,13200.00,228800.00,
20475713,,1832.00,390.00,13000.00,207400.00,
19771600,,1153.00,236.00,12700.00,122300.00,
24032353,653 Square Feet,1525.00,370.00,12600.00,196500.00,
17635878,438 Square Feet,1227.00,265.00,12400.00,140500.00,
9851434,,996.00,203.00,11900.00,104700.00,
14062917,648.0 Square Feet,0.00,0.00,11800.00,147500.00,
20802333,,951.00,203.00,11500.00,99900.00,
20004324,,958.00,196.00,11500.00,100700.00,
28627107,,977.00,200.00,11500.00,102900.00,
12068644,615.0 Square Feet,1426.00,284.00,11500.00,98100.00,
11228013,880.99 Square Feet,2265.00,498.00,11400.00,296300.00,
14601716,52 Square metres,899.00,171.00,11300.00,81600.00,
25959512,57.6 Square Metres,1756.00,361.00,10800.00,208800.00,
12922034,269 Square Feet,3510.00,185.00,10400.00,79800.00,
14622116,"1,215 Square Feet",2037.00,421.00,10200.00,225400.00,
24418452,527 Square Feet,640.00,136.00,9800.00,65500.00,
10417010,78.5 Square Metres,1819.00,385.00,9660.00,188834.00,
20651950,512 Square Feet,616.00,130.00,9400.00,63000.00,
22915056,1146.0 Square Feet,0.00,0.00,9300.00,226900.00,
12024167,,1401.00,275.00,9100.00,141100.00,
9678597,,1453.00,285.00,9100.00,146900.00,
13015457,1002.0 Square Feet,1820.00,357.00,8400.00,199500.00,
21851690,,1255.00,244.00,4700.00,124100.00,
9445737,,10.00,10.00,11.00,11.00,
20541057,1175.0 Square Feet,2.00,2.00,2.00,2.00,
11011359,"1,753 Square Feet",1.00,1.00,1.00,1.00,
10205563,,1.00,1.00,1.00,1.00,
9295436,,1.00,1.00,1.00,1.00,
9786760,,1.00,1.00,1.00,1.00,
23673216,,1.00,1.00,1.00,1.00,
15195257,"1,077 Square Feet",1.00,1.00,1.00,1.00,
20867505,"1,136 Square Feet",1.00,1.00,1.00,1.00,
21108101,,1.00,1.00,1.00,1.00,
21167555,940.0 Square Feet,1.00,1.00,1.00,1.00,
28537763,1668.0 Square Feet,1.00,1.00,1.00,1.00,
28543189,1570.0 Square Feet,1.00,1.00,1.00,1.00,
23602092,2496.0 Square Feet,1.00,1.00,1.00,1.00,
27365075,,1.00,1.00,1.00,1.00,
14564086,,1.00,1.00,1.00,1.00,
28747897,,1.00,1.00,1.00,1.00,
13210701,2642.0 Square Feet,1.00,1.00,1.00,,
12457706,70 x 14 ft,698.00,150.00,1.00,85800.00,
16969561,632 Square Feet,2427.00,514.00,1.00,303300.00,
17461403,1262.0 Square Feet,2514.00,530.00,1.00,272367.00,
25433995,"1,326 Square metres",3369.00,706.00,1.00,395400.00,
23729322,,,,1.00,1.00,
24172260,1109 PC,0.00,0.00,,,
14099514,1509.0 Square Feet,0.00,0.00,,,
20993610,844.0 Square Feet,0.00,0.00,,,
24225418,105.6 Square Metres,0.00,0.00,,,
11325110,695.0 Square Feet,0.00,0.00,,,
11848833,1196.0 Square Feet,0.00,0.00,,,
13395615,670.0 Square Feet,0.00,0.00,,,
19381315,618.0 Square Feet,0.00,0.00,,,
20338401,924.0 Square Feet,0.00,0.00,,,
9431920,812.0 Square Feet,0.00,0.00,,,
12602167,1905.0 Square Feet,0.00,0.00,,,
17171077,1077.0 Square Feet,0.00,0.00,,,
19821928,837.0 Square Feet,0.00,0.00,,,
22929185,935.0 Square Feet,0.00,0.00,,,
25331973,936.0 Square Feet,0.00,0.00,,,
10969543,469.0 Square Feet,0.00,0.00,,,
9273413,420.0 Square Feet,0.00,0.00,,,
9183883,921.0 Square Feet,0.00,0.00,,,
17600116,583.0 Square Feet,0.00,0.00,,,
12653687,591.0 Square Feet,0.00,0.00,,,
14999348,577.87 Square Feet,0.00,0.00,,,
17070311,591.0 Square Feet,0.00,0.00,,,
19770300,594.0 Square Feet,0.00,0.00,,,
27812212,594.0 Square Feet,0.00,0.00,,,
14774324,530.0 Square Feet,0.00,0.00,,,
14208816,597.0 Square Feet,0.00,0.00,,,
20791470,597.0 Square Feet,0.00,0.00,,,
24255186,540.0 Square Feet,0.00,0.00,,,
16177954,664.0 Square Feet,0.00,0.00,,,
25495669,558.0 Square Feet,0.00,0.00,,,
18058827,658.0 Square Feet,0.00,0.00,,,
25369089,617.0 Square Feet,0.00,0.00,,,
17382704,585.0 Square Feet,0.00,0.00,,,
22182783,585.0 Square Feet,0.00,0.00,,,
24828274,585.0 Square Feet,0.00,0.00,,,
28976942,585.0 Square Feet,0.00,0.00,,,
9126915,585.0 Square Feet,0.00,0.00,,,
22786886,597.0 Square Feet,0.00,0.00,,,
23656312,656.0 Square Feet,0.00,0.00,,,
21374009,655.0 Square Feet,0.00,0.00,,,
26897734,675.0 Square Feet,0.00,0.00,,,
14528545,1029.0 Square Feet,0.00,0.00,,,
10741409,979.0 Square Feet,0.00,0.00,,,
21608115,571.0 Square Feet,0.00,0.00,,,
18641038,690.0 Square Feet,0.00,0.00,,,
26137269,690.0 Square Feet,0.00,0.00,,,
17475307,700.0 Square Feet,0.00,0.00,,,
17048680,538.0 Square Feet,0.00,0.00,,,
12289379,720.0 Square Feet,0.00,0.00,,,
14533864,720.0 Square Feet,0.00,0.00,,,
12002203,775.0 Square Feet,0.00,0.00,,,
25392329,1178.0 Square Feet,0.00,0.00,,,
28484628,795.0 Square Feet,0.00,0.00,,,
18785101,820.0 Square Feet,0.00,0.00,,,
28434255,532.0 Square Feet,0.00,0.00,,,
10770453,761.0 Square Feet,0.00,0.00,,,
22550162,840.0 Square Feet,0.00,0.00,,,
12443309,845.0 Square Feet,0.00,0.00,,,
17115973,845.0 Square Feet,0.00,0.00,,,
18250245,845.0 Square Feet,0.00,0.00,,,
20670765,845.0 Square Feet,0.00,0.00,,,
28359957,845.0 Square Feet,0.00,0.00,,,
13717384,962.0 Square Feet,0.00,0.00,,,
20171211,957.0 Square Feet,0.00,0.00,,,
10134145,855.0 Square Feet,0.00,0.00,,,
14651922,855.0 Square Feet,0.00,0.00,,,
21204338,855.0 Square Feet,0.00,0.00,,,
25600188,855.0 Square Feet,0.00,0.00,,,
22876578,860.0 Square Feet,0.00,0.00,,,
28116582,740.0 Square Feet,0.00,0.00,,,
10782692,865.0 Square Feet,0.00,0.00,,,
12904069,865.0 Square Feet,0.00,0.00,,,
15755160,865.0 Square Feet,0.00,0.00,,,
20875389,865.0 Square Feet,0.00,0.00,,,
24091736,865.0 Square Feet,0.00,0.00,,,
28668748,865.0 Square Feet,0.00,0.00,,,
12473069,880.0 Square Feet,0.00,0.00,,,
13694506,880.0 Square Feet,0.00,0.00,,,
14664627,880.0 Square Feet,0.00,0.00,,,
14900624,880.0 Square Feet,0.00,0.00,,,
18985415,957.0 Square Feet,0.00,0.00,,,
21827048,900.0 Square Feet,0.00,0.00,,,
16382299,915.0 Square Feet,0.00,0.00,,,
20240448,915.0 Square Feet,0.00,0.00,,,
23017588,915.0 Square Feet,0.00,0.00,,,
15254135,950.0 Square Feet,0.00,0.00,,,
16941003,1078.0 Square Feet,0.00,0.00,,,
22226500,950.0 Square Feet,0.00,0.00,,,
24741345,950.0 Square Feet,0.00,0.00,,,
28683306,950.0 Square Feet,0.00,0.00,,,
19558639,960.0 Square Feet,0.00,0.00,,,
20577524,960.0 Square Feet,0.00,0.00,,,
21863589,960.0 Square Feet,0.00,0.00,,,
20111994,1060.0 Square Feet,0.00,0.00,,,
22020188,1000.0 Square Feet,0.00,0.00,,,
23859357,1060.0 Square Feet,0.00,0.00,,,
25072948,1060.0 Square Feet,0.00,0.00,,,
26826126,1060.0 Square Feet,0.00,0.00,,,
24954093,1078.0 Square Feet,0.00,0.00,,,
18256808,108.4 Square Metres,0.00,0.00,,,
14073906,1220.0 Square Feet,0.00,0.00,,,
15567564,1220.0 Square Feet,0.00,0.00,,,
24871218,1220.0 Square Feet,0.00,0.00,,,
26845817,1220.0 Square Feet,0.00,0.00,,,
15252495,1225.0 Square Feet,0.00,0.00,,,
17736540,1178.0 Square Feet,0.00,0.00,,,
15615015,1757.0 Square Feet,0.00,0.00,,,
10013472,1060.0 Square Feet,0.00,0.00,,,
12674191,560.0 Square Feet,0.00,0.00,,,
15761288,560.0 Square Feet,0.00,0.00,,,
23336880,1597.4 Square Feet,0.00,0.00,,,
20651878,70.4 Square Metres,0.00,0.00,,,
10193718,600.0 Square Feet,0.00,0.00,,,
19595387,,0.00,0.00,,,
14118112,,0.00,0.00,,,
16530766,2000.0 Square Feet,0.00,0.00,,,
16884019,,0.00,0.00,,,
17313413,,0.00,0.00,,,
18109316,,0.00,0.00,,,
18559389,,0.00,0.00,,,
20717886,,0.00,0.00,,,
20933037,,0.00,0.00,,,
21077169,,0.00,0.00,,,
21319301,,0.00,0.00,,,
21710593,,0.00,0.00,,,
26044660,,0.00,0.00,,,
26885188,600.0 Square Feet,0.00,0.00,,,
27112583,,0.00,0.00,,,
27537013,,0.00,0.00,,,
27920517,,0.00,0.00,,,
28844808,,0.00,0.00,,,
16632144,3500.0 Square Feet,0.00,0.00,,,
25151080,,0.00,0.00,,,
9274060,,1.00,1.00,,,
9059479,,1.00,1.00,,,
20643853,1570 PC,1.00,1.00,,,
20407281,800 PC,1.00,1.00,,,
27196427,1373 PC,1.00,1.00,,,
24044082,70.5 MC,1.00,331.00,,,
10168758,,1.00,1.00,,,
10901050,,1.00,1.00,,,
12192486,1216 PC,1.00,1.00,,,
13672090,2103 PC,1.00,1.00,,,
13861646,825 PC,1.00,1.00,,,
14150165,,1.00,1.00,,,
14184960,2835 PC,1.00,1.00,,,
14238698,1872 PC,1.00,1.00,,,
19415297,1605 PC,1.00,1.00,,,
22907094,,1.00,1.00,,,
23402773,771 PC,1.00,1.00,,,
9195097,1300 PC,1.00,1.00,,,
10913450,,1.00,316.00,,,
27298533,502 PC,1.00,336.00,,,
23099336,66 MC,1.00,300.00,,,
23470820,1017 PC,1.00,318.00,,,
16630880,600 PC,1.00,1.00,,,
12858630,,1.00,1.00,,,
20760824,881 PC,1.00,627.00,,,
28317821,,1.00,1.00,,,
17543406,82.9 MC,1.00,1.00,,,
19629506,1400 PC,1.00,1.00,,,
19135151,894 PC,1.00,628.00,,,
26265316,,1.00,1.00,,,
13445068,,1.00,1.00,,,
10177201,1248 PC,1.00,1.00,,,
27919455,1950 PC,1.00,1.00,,,
15492409,,1.00,1.00,,,
22177708,2125 PC,1.00,1.00,,,
12113590,874 PC,1.00,273.00,,,
14678580,,1.00,1.00,,,
18329814,820 PC,1.00,1.00,,,
26741904,1159 PC,1.00,273.00,,,
18958160,,1.00,1.00,,,
10133489,1469 PC,1.00,1.00,,,
10335537,1453 PC,1.00,1.00,,,
10335552,1453 PC,1.00,1.00,,,
10411423,1453 PC,1.00,1.00,,,
10587404,1457 PC,1.00,1.00,,,
10713112,1469 PC,1.00,1.00,,,
10828779,1453 PC,1.00,1.00,,,
9344084,1453 PC,1.00,1.00,,,
9590656,1619 PC,1.00,1.00,,,
9750925,1463 PC,1.00,1.00,,,
13029828,,1.00,1.00,,,
20369075,662 PC,1.00,1.00,,,
10043428,1465.0 Square Feet,1.00,1.00,,,
13889653,975.0 Square Feet,1.00,1.00,,,
25505598,1620.0 Square Feet,1.00,1.00,,,
23847571,1946.0 Square Feet,1.00,1.00,,,
22729666,,1.00,1.00,,88900.00,
9287443,1675.0 Square Feet,1.00,1.00,,1.00,
24535693,,1.00,1.00,,,
27864943,960 PC,5.00,5.00,,,
15708149,815 PC,11.00,11.00,,,
9227623,893 PC,259.00,1256.00,,,
15263362,1123 PC,368.00,89.00,,,
25274023,1245 PC,502.00,718.00,,,
27208567,,536.00,125.00,,76900.00,
17722160,551 PC,549.00,104.00,,,
27492384,557 PC,549.00,104.00,,,
16371739,,555.00,103.00,,,
11609753,,608.00,143.00,,,
12118654,52 MC,636.00,122.00,,,
12424109,,665.00,123.00,,,
17176904,,665.00,123.00,,,
18879089,1025 PC,683.00,129.00,,,
28458355,,755.00,140.00,,,
17056809,152.5 MC,764.00,,,,
10074794,400 PC,766.00,164.00,,,
15757256,646 PC,774.00,155.00,,,
25550625,,784.00,168.00,,,
25144213,41.7 MC,856.00,160.00,,,
21068090,39.7 MC,858.00,159.00,,,
25173762,690 PC,881.00,370.00,,,
25847448,63.3 MC,883.00,182.00,,,
13836409,990 PC,900.00,753.00,,,
26574187,538 PC,915.00,175.00,,,
22764091,520 PC,918.00,172.00,,,
26642285,390 Square Feet,924.00,190.00,,,
27601259,537 PC,941.00,178.00,,,
11227477,701 PC,995.00,181.00,,,
18319654,465 PC,998.00,197.00,,,
16051536,468 PC,1003.00,216.00,,,
25220026,550 PC,1037.00,199.00,,,
25900481,626 PC,1059.00,301.00,,,
26726191,626 PC,1062.00,306.00,,,
20614478,,1109.00,236.00,,132000.00,
18828520,46.63 MC,1124.00,200.00,,,
16970744,57.3 MC,1136.00,180.00,,,
9950388,45.6 MC,1139.00,220.00,,,
20956114,,1139.00,59.00,,,
16151851,535 PC,1140.00,245.00,,,
16439257,639 PC,1146.00,247.00,,,
11249494,621 PC,1160.00,279.00,,,
14409985,46.1 MC,1162.00,230.00,,,
20533127,535 PC,1165.00,230.00,,,
27923969,,1170.00,246.00,,,
23921536,621 PC,1176.00,225.00,,,
25078377,551 PC,1178.00,390.00,,,
21837048,52.1 MC,1180.00,252.00,,,
24904223,,1185.00,239.00,,,
28369724,,1185.00,239.00,,,
13623442,,1200.00,337.00,,,
9856496,580 PC,1202.00,247.00,,,
27883144,386 PC,1206.00,241.00,,,
10682870,56.8 MC,1209.00,234.00,,,
27636890,600 PC,1217.00,255.00,,,
10732623,825.6 PC,1226.00,347.00,,,
19040827,592 PC,1234.00,240.00,,,
21782648,59 MC,1243.00,268.00,,,
21367301,396 PC,1244.00,318.00,,,
17337560,890 PC,1249.00,470.00,,,
22624232,541 PC,1259.00,247.00,,,
10488345,540 PC,1266.00,266.00,,,
10789017,771 PC,1280.00,247.00,,,
13560889,,1281.00,272.00,,,
26941052,870 PC,1282.00,250.00,,,
13038764,753 PC,1290.00,270.00,,,
25585506,460 PC,1294.00,273.00,,,
14267532,715 PC,1299.00,246.00,,,
28467970,553 PC,1303.00,294.00,,,
18442063,744 PC,1305.00,279.00,,,
27940189,522.0 Square Feet,1308.00,269.00,,,
27224677,901 PC,1316.00,292.00,,,
17226151,614.6 PC,1317.00,264.00,,,
11360002,932 PC,1318.00,264.00,,,
18834384,872.1 PC,1318.00,259.00,,,
14632659,699 PC,1321.00,256.00,,,
23965059,815.3 PC,1337.00,222.00,,,
25195428,378 PC,1338.00,258.00,,,
26957977,602 PC,1339.00,268.00,,,
12413078,656 PC,1343.00,258.00,,,
10715984,658 PC,1348.00,263.00,,,
26497507,620 PC,1348.00,268.00,,,
16999078,804 PC,1352.00,267.00,,,
13266392,,1354.00,286.00,,,
21621017,,1354.00,200.00,,147300.00,
24462641,484 PC,1358.00,190.00,,,
13910671,62.2 MC,1359.00,282.00,,,
25751418,,1361.00,574.00,,,
11560880,57.31 MC,1366.00,267.00,,,
10144225,57.32 MC,1368.00,268.00,,,
27487129,512 PC,1368.00,283.00,,,
18124016,53.77 MC,1370.00,268.00,,,
27823985,586 PC,1374.00,296.00,,,
15422569,590 PC,1377.00,267.00,,,
13553035,653 PC,1387.00,294.00,,,
18834829,745 PC,1391.00,381.00,,,
19001480,814 PC,1392.00,274.00,,,
10205558,,1400.00,320.00,,,
17176457,457 PC,1402.00,305.00,,,
22723638,612 PC,1403.00,295.00,,,
21647905,,1413.00,311.00,,,
15002790,750 PC,1415.00,574.00,,,
17985758,885 PC,1420.00,281.00,,,
21749092,33.7 MC,1422.00,286.00,,,
20475768,94.1 MC,1426.00,283.00,,,
26053690,480 PC,1437.00,302.00,,,
18674668,651 PC,1439.00,310.00,,,
18813597,,1443.00,298.00,,,
13426404,770 PC,1444.00,286.00,,,
10015701,750 Square Feet,1449.00,305.00,,,
14722948,,1450.00,298.00,,,
24505436,1102 PC,1450.00,327.00,,,
23574823,81.83 MC,1456.00,293.00,,,
10743613,562 PC,1469.00,286.00,,,
12953808,53.1 MC,1474.00,241.00,,,
9481176,725 PC,1475.00,320.00,,,
13318334,553 PC,1476.00,304.00,,,
9220599,73.57 MC,1477.00,295.00,,,
12551420,,1478.00,293.00,,,
20240514,,1483.00,294.00,,,
21731759,55.4 Square Metres,1483.00,286.00,,,
23439477,580 PC,1486.00,326.00,,,
15715322,675 PC,1491.00,243.00,,,
11118845,890.0 Square Feet,1497.00,318.00,,163233.00,
12410379,44.3 Square Metres,1501.00,329.00,,169367.00,
13548575,955 PC,1502.00,284.00,,,
12524224,619 PC,1502.00,317.00,,,
25589959,60.6 MC,1504.00,320.00,,,
17611134,1130.0 Square Feet,1506.00,290.00,,,
22424980,,1510.00,319.00,,,
27731668,87 MC,1516.00,385.00,,,
28279046,523 PC,1516.00,323.00,,,
15938641,689 PC,1518.00,323.00,,,
16683438,55.8 Square Metres,1519.00,318.00,,,
12015055,79.6 MC,1520.00,684.00,,,
17675038,768 PC,1524.00,395.00,,,
21375654,956 PC,1527.00,304.00,,,
16412369,995 PC,1527.00,302.00,,,
17700763,711 PC,1532.00,315.00,,,
20156618,,1534.00,314.00,,,
27629674,73.57 MC,1535.00,309.00,,,
25161879,48.4 MC,1541.00,326.00,,,
24318701,60.4 MC,1543.00,309.00,,,
26313665,780 PC,1543.00,327.00,,,
16520816,72.3 MC,1547.00,320.00,,,
24026511,456.39 PC,1547.00,325.00,,,
19586785,81.8 Square Metres,1547.00,329.00,,,
9880156,606 PC,1550.00,320.00,,,
19326711,96 Square metres,1554.00,318.00,,186000.00,
15041694,806 PC,1555.00,313.00,,,
21178650,63.98 MC,1560.00,321.00,,,
9737441,,1560.00,285.00,,,
18736863,86.7 MC,1562.00,302.00,,,
12203099,700.0 Square Feet,1565.00,262.00,,,
23865832,,1570.00,185.00,,,
26707765,725.22 PC,1570.00,317.00,,,
13253742,600 PC,1570.00,334.00,,,
22339515,960 PC,1572.00,329.00,,,
17912905,760 PC,1574.00,333.00,,,
26596451,525 PC,1574.00,315.00,,,
10839823,659 PC,1585.00,341.00,,,
12995720,520.0 Square Feet,1589.00,297.00,,,
17654213,528.0 Square Feet,1589.00,297.00,,,
15349023,623 PC,1590.00,301.00,,,
25377210,787.8 PC,1591.00,335.00,,,
10773946,623 PC,1591.00,358.00,,,
9290070,,1592.00,164.00,,,
21138479,680 PC,1594.00,356.00,,,
18788727,,1595.00,351.00,,,
18292587,830 PC,1595.00,335.00,,,
16988311,659 PC,1597.00,329.00,,,
25323161,498 PC,1599.00,351.00,,,
22149438,520.0 Square Feet,1599.00,299.00,,,
28613512,528.0 Square Feet,1599.00,299.00,,,
13304837,78 MC,1600.00,325.00,,,
28512027,83.1 MC,1605.00,333.00,,,
9897679,711.49 PC,1606.00,325.00,,,
17642417,1121 PC,1608.00,316.00,,,
16853921,520 PC,1609.00,341.00,,,
18947521,520.0 Square Feet,1609.00,301.00,,,
16436583,59.6 MC,1610.00,285.00,,,
21524926,964 PC,1612.00,316.00,,,
14302687,460 PC,1615.00,330.00,,,
28138261,674 PC,1616.00,330.00,,,
24562220,,1618.00,340.00,,,
17887476,524.0 Square Feet,1619.00,303.00,,,
21118799,739 PC,1621.00,369.00,,,
28130423,61.8 MC,1624.00,259.00,,,
27949026,550 Square Feet,1625.00,357.00,,,
28047470,,1627.00,346.00,,,
28495900,1044 PC,1627.00,351.00,,,
20038675,1041 PC,1628.00,320.00,,,
11751448,673 PC,1628.00,362.00,,,
23897598,586.6 PC,1629.00,334.00,,,
16662658,620 PC,1631.00,328.00,,,
27021350,,1632.00,358.00,,,
16742101,912 PC,1634.00,323.00,,,
23388863,650 PC,1636.00,335.00,,,
16655661,,1640.00,370.00,,,
22178927,534 PC,1641.00,333.00,,,
12283878,87.7 MC,1643.00,340.00,,,
15448602,775 PC,1644.00,361.00,,,
16596937,,1648.00,347.00,,,
12974828,700 PC,1652.00,342.00,,,
15564052,,1657.00,332.00,,,
22107207,933 PC,1659.00,334.00,,,
19966995,912 PC,1659.00,341.00,,,
13486795,483.0 Square Feet,1660.00,310.00,,,
22008887,355.0 Square Feet,1660.00,310.00,,,
10107384,880 PC,1670.00,316.00,,,
27768358,,1671.00,314.00,,,
28803312,76.3 MC,1672.00,354.00,,,
17494598,981 PC,1674.00,356.00,,,
25261270,825 PC,1676.00,340.00,,,
20309291,67 Square metres,1677.00,336.00,,,
22302511,1240 PC,1679.00,361.00,,,
10246718,72.8 Square Metres,1679.00,313.00,,,
10804162,778 PC,1683.00,386.00,,,
15629847,,1686.00,348.00,,,
15877902,481.0 Square Feet,1690.00,316.00,,,
28886316,1120 PC,1696.00,736.00,,,
22398445,78 MC,1700.00,382.00,,,
24447192,1206 PC,1700.00,451.00,,,
26884348,513 PC,1703.00,377.00,,,
20334137,,1706.00,332.00,,,
27696765,,1707.00,335.00,,,
21407632,91.9 MC,1710.00,363.00,,,
19932715,69.7 Square Metres,1712.00,367.00,,,
15156688,725.48 PC,1715.00,354.00,,,
16097083,606 PC,1718.00,354.00,,,
21975432,860 PC,1719.00,363.00,,,
26606480,857 PC,1720.00,365.00,,,
24117044,831 PC,1727.00,357.00,,,
25704011,875 PC,1729.00,356.00,,,
22025595,738 PC,1731.00,283.00,,,
15927269,807 PC,1732.00,419.00,,,
25494465,1440 PC,1732.00,378.00,,,
21274914,894 PC,1739.00,398.00,,,
14302931,1100 PC,1741.00,367.00,,,
21562658,,1743.00,346.00,,,
18499458,,1743.00,360.00,,,
28131411,,1749.00,376.00,,,
19133387,919 PC,1750.00,341.00,,,
17278281,83.9 MC,1756.00,575.00,,,
15241488,752 PC,1760.00,358.00,,,
14445453,570 PC,1760.00,410.00,,,
21562277,871 PC,1761.00,358.00,,,
10994182,,1762.00,387.00,,,
9628797,61.8 MC,1762.00,355.00,,,
24229669,,1762.00,335.00,,,
23201081,820 PC,1765.00,374.00,,,
20827278,,1767.00,371.00,,,
10774730,82.89 MC,1771.00,360.00,,,
23042720,73.1 MC,1775.00,380.00,,,
21870265,730 PC,1776.00,381.00,,,
16374097,664 PC,1782.00,362.00,,,
15534155,2270 PC,1782.00,368.00,,,
15730535,91.1 MC,1785.00,355.00,,,
28657469,769 PC,1790.00,371.00,,,
25959825,724 PC,1794.00,374.00,,,
14556514,949 PC,1797.00,364.00,,,
23676602,98.3 MC,1800.00,382.00,,,
10732307,999 PC,1800.00,407.00,,,
9295177,84.5 MC,1800.00,300.00,,,
15378890,,1800.00,330.00,,,
22257387,1185.95 PC,1801.00,416.00,,,
