Category,Composite_Benchmark,LivingArea,Townhouse_Benchmark,Apartment_Benchmark,One_Storey_HPI,Single_Family_HPI,SaleDD,Address,SaleYYYY,AskingPrice,PriceSold,SaleYYYYMMDD,NumberBedrooms,NumberBathrooms,SaleMM,Two_Storey_HPI,One_Storey_Benchmark,LotSize,Apartment_HPI,DaysOnMarket,Single_Family_Benchmark,Two_Storey_Benchmark,Composite_HPI,Townhouse_HPI,Borough,Lat,Lng
Duplex,254100,,250400,210700,136.6,133.4,24,7135 Daudet Street Montreal,2009,484000,472000,20091024,,,10,129.6,226000,4982,129,39,267000,318000,132.2,140.2,St-Leonard,45.569542,-73.587258
Duplex,284500,,281300,240300,150.1,148.3,11,8342 Rue Levrard Montreal,2011,598000,595000,20110711,,,7,146.1,248300,4368,147.1,35,296900,358500,148,157.5,St-Leonard,45.581043,-73.600719
Duplex,288900,,288500,244500,151.5,150.5,8,"8517, rue Chaminade Montreal",2012,580000,540000,20120308,,,3,149.3,250600,3990,149.7,120,301300,366400,150.3,161.5,St-Leonard,45.594519,-73.592863
Duplex,290600,,292200,245700,152.6,151.4,24,"4651, rue de Neuilly Montreal",2012,595000,579000,20120424,,,4,150,252400,3528,150.4,5,303100,368100,151.2,163.6,St-Leonard,45.57347,-73.58893
Duplex,230500,,226700,189100,124.3,121,26,6075-6077 Pontbriand Montreal,2007,478000,478000,20070926,,,9,117.2,205600,,115.8,450,242200,287600,119.9,126.9,St-Leonard,45.592098,-73.587686
Duplex,290400,,308500,246600,151.1,150.8,18,"5140-5142, rue la Durantaye Montreal",2013,559000,525000,20130118,,,1,150.5,250000,3779,151,75,301900,369300,151.1,172.7,St-Leonard,45.581305,-73.592584
Duplex,298100,,313800,248900,156.8,156.1,23,"9035, rue Jamay Montreal",2013,660000,627500,20131123,,,11,155.2,259400,3585,152.4,85,312500,380800,155.1,175.7,St-Leonard,45.590944,-73.608644
Duplex,,,,,,,17,6625-6627 Viau Montreal,2002,225000,,20020617,,,6,,,3750,,53,,,,,St-Leonard,45.57197,-73.574458
Duplex,246800,,240600,204800,132.5,129.5,10,5766 Rue Beurling Montreal,2009,299000,,20090310,,,3,125.9,219200,3875,125.4,150,259200,308900,128.4,134.7,Verdun,45.450086,-73.582807
Duplex,247200,,252600,203800,132.7,129.8,20,749 Willibrord Street Montreal,2009,368500,,20090120,,,1,126.4,219500,4204,124.8,81,259800,310200,128.6,141.4,Verdun,45.459548,-73.57388
Duplex,247200,,247000,204000,132.8,129.7,28,707-709 Rue Beatty Montreal,2009,,,20090228,,,2,126.2,219700,2410,124.9,35,259600,309700,128.6,138.3,Verdun,45.450847,-73.574974
Duplex,247400,,246300,205200,132.8,129.7,23,698 Avenue Beatty Montreal,2009,369000,365000,20090423,,,4,126,219700,1876,125.6,25,259600,309200,128.7,137.9,Verdun,45.450713,-73.574636
Duplex,273100,,271100,227500,145.6,143.1,28,5376-5378 Wellington Montreal,2010,349000,340000,20100928,,,9,140.1,240900,1280,139.3,16,286400,343800,142.1,151.8,Verdun,45.453014,-73.56777
Duplex,196800,,186800,165600,103.1,102.6,7,3611 et 3613 evelyn Montreal,2005,229000,229000,20050307,,,3,102,170600,2500,101.4,63,205400,250300,102.4,104.6,Verdun,45.501689,-73.567256
Duplex,282900,,281500,237500,149,147.8,15,6260-6262 Beurling Street Montreal,2011,475000,450000,20110315,,,3,146.3,246500,2970,145.4,120,295900,359000,147.2,157.6,Verdun,45.447065,-73.583853
Duplex,280200,,282200,235900,147.8,146.3,22,6275 Beurling Montreal,2011,456000,442000,20110222,,,2,144.5,244500,1944,144.4,25,292900,354600,145.8,158,Verdun,45.447118,-73.58422
Duplex,284500,,278100,239300,149.8,148.6,27,3204 Boul Lasalle Montreal,2011,359000,344000,20110527,,,5,147.1,247800,,146.5,31,297500,361000,148,155.7,Verdun,45.471462,-73.56875
Duplex,284900,,286700,242700,148.9,147.8,10,"1255, rue Stephens Montreal",2011,,,20111110,,,11,146.6,246300,3267,148.6,36,295900,359700,148.2,160.5,Verdun,45.445315,-73.583264
Duplex,286000,,287800,243500,149.7,148.5,11,"67-69, rue Willibrord Montreal",2011,489000,472000,20111011,,,10,147,247600,3050,149.1,33,297300,360700,148.8,161.1,Verdun,45.45913,-73.564495
Duplex,284700,,290800,242100,148.7,147.8,12,"5926-5928, rue Beurling Montreal",2012,,,20120212,,,2,146.7,246000,2356,148.2,90,295900,360000,148.1,162.8,Verdun,45.449071,-73.583238
Duplex,281000,,284700,239800,146.9,145.8,1,"107, rue Hickson Montreal",2011,,,20111201,,,12,144.4,243000,2863,146.8,17,291900,354300,146.2,159.4,Verdun,45.464885,-73.564075
Duplex,288900,,288500,244500,151.5,150.5,1,"1260, rue Manning Montreal",2012,,,20120301,,,3,149.3,250600,3173,149.7,69,301300,366400,150.3,161.5,Verdun,45.449753,-73.582233
Duplex,288900,,288500,244500,151.5,150.5,25,"341-343, boulevard Desmarchais Montreal",2012,589000,570000,20120325,,,3,149.3,250600,3203,149.7,25,301300,366400,150.3,161.5,Verdun,45.454895,-73.570597
Duplex,290600,,292200,245700,152.6,151.4,24,"371, avenue Desmarchais Montreal",2012,455000,,20120424,,,4,150,252400,2040,150.4,74,303100,368100,151.2,163.6,Verdun,45.454935,-73.571268
Duplex,290600,,292200,245700,152.6,151.4,18,"6280-6282, rue Beurling Montreal",2012,,,20120418,,,4,150,252400,2790,150.4,2,303100,368100,151.2,163.6,Verdun,45.446932,-73.583902
Duplex,291800,,288300,248100,152.7,151.5,5,"1357-1359, rue Rolland Montreal",2012,385000,365000,20120605,,,6,150.2,252600,1890,151.9,23,303300,368600,151.8,161.4,Verdun,45.446432,-73.585515
Duplex,291000,,290300,247800,152.3,151,13,"687-689, rue Riverview Montreal",2012,399900,399000,20120813,,,8,149.5,251900,1660,151.7,2,302300,366800,151.4,162.5,Verdun,45.446665,-73.574159
Duplex,296200,,306200,249600,155.8,154.4,7,"623-625, rue Galt Montreal",2013,375000,367500,20130407,,,4,152.9,257700,2411,152.8,150,309100,375200,154.1,171.4,Verdun,45.462253,-73.571834
Duplex,290200,,298500,247500,151.7,150.5,23,"3783-3785, rue Evelyn Montreal",2012,449000,423450,20121123,,,11,149,251000,2500,151.5,35,301300,365600,151,167.1,Verdun,45.466277,-73.569984
Duplex,290400,,308500,246600,151.1,150.8,29,"3587-89, rue Gertrude Montreal",2013,310000,310000,20130129,,,1,150.5,250000,2500,151,19,301900,369300,151.1,172.7,Verdun,45.467941,-73.568719
Duplex,296200,,306200,249600,155.8,154.4,2,"713-715, rue Willibrord Montreal",2013,384900,375000,20130402,,,4,152.9,257700,3050,152.8,25,309100,375200,154.1,171.4,Verdun,45.459638,-73.573261
Duplex,301200,,305100,252500,159.3,157.6,14,"485, rue Melrose Montreal",2013,484000,470000,20130514,,,5,155.5,263500,3220,154.6,78,315500,381600,156.7,170.8,Verdun,45.453963,-73.571474
Duplex,294700,,306900,247900,154.7,153.8,29,"3829-3831, rue Claude Montreal",2013,369000,364000,20130329,,,3,152.8,255900,2625,151.8,9,307900,374900,153.3,171.8,Verdun,45.465919,-73.573398
Duplex,298300,,309200,250600,156.4,155.8,27,"706, rue Beatty Montreal",2013,,,20130727,,,7,155.2,258700,2838,153.4,120,311900,380800,155.2,173.1,Verdun,45.450812,-73.57478
Duplex,298300,,309200,250600,156.4,155.8,26,"349-351, rue Melrose Montreal",2013,485000,452000,20130726,,,7,155.2,258700,2964,153.4,90,311900,380800,155.2,173.1,Verdun,45.453752,-73.569721
Duplex,301200,,321700,252500,158.2,157.4,30,"336, 338 rue Manning Montreal",2014,,,20140330,,,3,156.5,261700,2750,154.6,3,315100,384000,156.7,180.1,Verdun,45.449137,-73.570216
Duplex,298300,,309200,250600,156.4,155.8,25,"4041 •À_ 4043, avenue Bannantyne Montreal",2013,399000,390000,20130725,,,7,155.2,258700,2500,153.4,34,311900,380800,155.2,173.1,Verdun,45.463636,-73.575647
Duplex,224900,,221000,185700,120.9,118,3,3138 Rushbrooke Montreal,2007,389000,350000,20070503,,,5,114.5,200000,3230,113.7,180,236200,281000,117,123.7,Verdun,45.473307,-73.563514
Duplex,298300,,309400,249900,156.4,156,10,"1071 •À_ 1073, rue Osborne Montreal",2013,399000,385000,20130910,,,9,155.4,258700,1824,153,2,312300,381300,155.2,173.2,Verdun,45.451797,-73.578869
Duplex,300000,,311500,251700,157.2,156.8,18,"265, boulevard Desmarchais Montreal",2014,,,20140218,,,2,156.4,260100,3788,154.1,90,313900,383800,156.1,174.4,Verdun,45.454831,-73.568592
Duplex,296800,,305300,248600,155.7,155.2,27,"3704-3706, rue Ethel Montreal",2013,389000,375000,20131227,,,12,154.7,257600,2500,152.2,37,310700,379600,154.4,170.9,Verdun,45.466763,-73.567723
Duplex,300000,,311500,251700,157.2,156.8,27,"1171-1173, rue Rolland Montreal",2014,,,20140227,,,2,156.4,260100,2520,154.1,24,313900,383800,156.1,174.4,Verdun,45.445724,-73.581508
Duplex,301200,,321700,252500,158.2,157.4,7,"6275-6277, rue Beurling Montreal",2014,467000,460000,20140307,,,3,156.5,261700,1940,154.6,8,315100,384000,156.7,180.1,Verdun,45.447109,-73.584223
Duplex,301000,,307400,251500,159.2,157.6,4,"4009-4011, rue Newmarch Montreal",2014,,,20140604,,,6,155.8,263400,2813,154,85,315500,382300,156.6,172.1,Verdun,45.464007,-73.574513
Duplex,228900,,224500,187200,123.3,120.4,20,890 rue de l'Ì©glise Montreal,2007,269000,150000,20070720,,,7,116.9,204000,3120,114.6,90,241000,286900,119.1,125.7,Verdun,45.463061,-73.574821
Duplex,230500,,226700,189100,124.3,121,19,4315 Bannantyne Montreal,2007,237500,215000,20070919,,,9,117.2,205600,2117,115.8,180,242200,287600,119.9,126.9,Verdun,45.46123,-73.576023
Duplex,298700,,307400,252200,155.6,155.5,9,"4352-4354, avenue Bannantyne Montreal",2014,,,20141009,,,10,155.5,257400,2400,154.4,19,311300,381600,155.4,172.1,Verdun,45.460754,-73.575859
Duplex,238300,,239500,193400,128.6,125.7,30,742 Rue Melrose Montreal,2008,389000,378000,20080330,,,3,122.3,212700,2500,118.4,3,251600,300100,124,134.1,Verdun,45.453794,-73.574295
Duplex,247400,,252800,202000,133.5,130.3,28,8460-8462 Rue St-Urbain Montreal,2008,434000,434000,20081128,,,11,126.6,220800,3200,123.7,11,260800,310700,128.7,141.5,Villeray / St-Michel / Parc-Extension,45.539081,-73.637679
Duplex,254100,,250400,210700,136.6,133.4,22,8061 Rue Boyer Montreal,2009,385000,375000,20091022,,,10,129.6,226000,2000,129,210,267000,318000,132.2,140.2,Villeray / St-Michel / Parc-Extension,45.547309,-73.625109
Duplex,,,,,,,16,7347 Chambord Montreal,2003,229000,,20031216,,,12,,,2125,,60,,,,,Villeray / St-Michel / Parc-Extension,45.545599,-73.612202
Duplex,246800,,240600,204800,132.5,129.5,30,7452 Rue Fabre Montreal,2009,398500,,20090330,,,3,125.9,219200,2408,125.4,4,259200,308900,128.4,134.7,Villeray / St-Michel / Parc-Extension,45.54857,-73.612596
Duplex,247900,,246500,206300,132.8,129.8,7,7588 avenue De Gasp•À_ Montreal,2009,319000,307000,20090507,,,5,126.3,219700,700,126.3,35,259800,309900,129,138,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,250100,,252600,208400,133.6,130.9,22,8202 Rue Boyer Montreal,2009,344000,350000,20090722,,,7,127.7,221000,1750,127.6,9,262000,313400,130.1,141.4,Villeray / St-Michel / Parc-Extension,45.547815,-73.627153
Duplex,254100,,250400,210700,136.6,133.4,6,8296-8298 Drolet Montreal,2009,419000,430000,20091006,,,10,129.6,226000,1500,129,17,267000,318000,132.2,140.2,Villeray / St-Michel / Parc-Extension,45.542664,-73.632676
Duplex,256600,,256100,213200,137,134.5,16,"8336-8338, rue Berri Montreal",2009,380000,391000,20091216,,,12,131.6,226600,1400,130.5,35,269200,322900,133.5,143.4,Villeray / St-Michel / Parc-Extension,45.544192,-73.632728
Duplex,262900,,270400,219000,140.3,137.7,21,"7620, rue Boyer Montreal",2010,435000,445000,20100221,,,2,134.6,232100,2125,134.1,10,275600,330300,136.8,151.4,Villeray / St-Michel / Parc-Extension,45.544638,-73.61958
Duplex,262900,,270400,219000,140.3,137.7,20,"7800, rue Chabot Montreal",2010,392000,395000,20100220,,,2,134.6,232100,2325,134.1,8,275600,330300,136.8,151.4,Villeray / St-Michel / Parc-Extension,45.552779,-73.614508
Duplex,,,,,,,3,"8231-8229, St-G•À_rard Montreal",2004,365000,,20040903,,,9,,,1875,,21,,,,,Villeray / St-Michel / Parc-Extension,45.54506,-73.630244
Duplex,271400,,281200,226500,144.6,142,9,"8411, rue Waverly Montreal",2010,439000,430000,20100609,,,6,138.9,239200,3200,138.7,54,284200,340800,141.2,157.4,Villeray / St-Michel / Parc-Extension,45.538026,-73.637468
Duplex,271400,,281200,226500,144.6,142,18,7775-7777 Boyer Montreal,2010,478000,458000,20100618,,,6,138.9,239200,1750,138.7,44,284200,340800,141.2,157.4,Villeray / St-Michel / Parc-Extension,45.545697,-73.62144
Duplex,273700,,270600,228300,146.1,143.4,14,7980-7982 rue Drolet Montreal,2010,484000,484000,20101014,,,10,140.2,241700,1575,139.8,6,287000,344000,142.4,151.5,Villeray / St-Michel / Parc-Extension,45.541316,-73.628051
Duplex,274700,,275300,229800,145.9,143.6,5,"7877, St-Andr•À_ Montreal",2010,460000,450000,20101105,,,11,141,241400,1768,140.7,8,287400,346000,142.9,154.1,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,274700,,275300,229800,145.9,143.6,17,7769 Casgrain Montreal,2010,525000,535000,20101117,,,11,141,241400,3139,140.7,13,287400,346000,142.9,154.1,Villeray / St-Michel / Parc-Extension,45.538723,-73.625442
Duplex,199700,,191300,167700,105.3,104.2,21,7026-7028 St-Vallier Montreal,2005,299000,280000,20050621,,,6,102.7,174200,2500,102.7,120,208600,252000,103.9,107.1,Villeray / St-Michel / Parc-Extension,45.538386,-73.612645
Duplex,280200,,282200,235900,147.8,146.3,8,7619-7621 Chambord Montreal,2011,509000,472500,20110208,,,2,144.5,244500,2125,144.4,71,292900,354600,145.8,158,Villeray / St-Michel / Parc-Extension,45.547657,-73.616855
Duplex,277200,,285600,232600,146,144.7,17,7005-7007 Iberville Montreal,2011,385000,380000,20110117,,,1,143.1,241500,1530,142.4,46,289600,351100,144.2,159.9,Villeray / St-Michel / Parc-Extension,45.55268,-73.599281
Duplex,280200,,282200,235900,147.8,146.3,26,"8553, Rue Foucher Montreal",2011,515000,510000,20110226,,,2,144.5,244500,2000,144.4,52,292900,354600,145.8,158,Villeray / St-Michel / Parc-Extension,45.546934,-73.634939
Duplex,277200,,285600,232600,146,144.7,19,8050 Drolet Montreal,2011,449000,459000,20110119,,,1,143.1,241500,,142.4,5,289600,351100,144.2,159.9,Villeray / St-Michel / Parc-Extension,45.541644,-73.629038
Duplex,280200,,282200,235900,147.8,146.3,11,7867-7871 rue Boyer Montreal,2011,440000,435000,20110211,,,2,144.5,244500,2597,144.4,28,292900,354600,145.8,158,Villeray / St-Michel / Parc-Extension,45.546332,-73.622833
Duplex,282900,,281500,237500,149,147.8,6,2451 rue Villeray Montreal,2011,519000,495000,20110306,,,3,146.3,246500,2784,145.4,42,295900,359000,147.2,157.6,Villeray / St-Michel / Parc-Extension,45.556276,-73.609595
Duplex,280200,,282200,235900,147.8,146.3,24,8210 des Belges Montreal,2011,535000,500000,20110224,,,2,144.5,244500,,144.4,32,292900,354600,145.8,158,Villeray / St-Michel / Parc-Extension,45.545791,-73.628888
Duplex,280200,,282200,235900,147.8,146.3,11,"8033, 8035, Rue Henri-Julien Montreal",2011,410000,402000,20110211,,,2,144.5,244500,1125,144.4,5,292900,354600,145.8,158,Villeray / St-Michel / Parc-Extension,45.541159,-73.629301
Duplex,284100,,269500,239600,149.8,148.2,23,8321-8323 rue Waverly Montreal,2011,490000,,20110623,,,6,146.3,247800,3200,146.7,120,296700,359000,147.8,150.9,Villeray / St-Michel / Parc-Extension,45.537571,-73.636341
Duplex,282900,,281500,237500,149,147.8,28,8378-8380 St-Andr•À_ Montreal,2011,495000,519000,20110328,,,3,146.3,246500,1750,145.4,12,295900,359000,147.2,157.6,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,283100,,288100,241600,148.3,146.9,27,9486-88 Rancourt Montreal,2012,305000,300000,20120127,,,1,145.2,245300,1938,147.9,300,294100,356300,147.3,161.3,Villeray / St-Michel / Parc-Extension,45.569658,-73.639922
Duplex,284100,,269500,239600,149.8,148.2,29,"8366-68, Rue Berry Montreal",2011,,,20110629,,,6,146.3,247800,2800,146.7,85,296700,359000,147.8,150.9,Villeray / St-Michel / Parc-Extension,45.544472,-73.633219
Duplex,285200,,284700,243000,149.3,148,16,9256 17•À_me Avenue Montreal,2011,379000,371000,20110916,,,9,146.6,247000,2380,148.8,90,296300,359700,148.4,159.4,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,284100,,269500,239600,149.8,148.2,26,8346 Foucher Montreal,2011,479000,483000,20110626,,,6,146.3,247800,1875,146.7,10,296700,359000,147.8,150.9,Villeray / St-Michel / Parc-Extension,45.545966,-73.631632
Duplex,285200,,284700,243000,149.3,148,27,"8051, rue St-G•À_rard Montreal",2011,519000,521000,20110927,,,9,146.6,247000,1875,148.8,14,296300,359700,148.4,159.4,Villeray / St-Michel / Parc-Extension,45.544164,-73.627521
Duplex,204700,,195800,171500,108.6,106.9,22,"8000-8002, Avenue Henri-Julien Montreal",2005,284000,262000,20051122,,,11,104.7,179700,1680,105,10,214000,256900,106.5,109.6,Villeray / St-Michel / Parc-Extension,45.540924,-73.628569
Duplex,291400,,296200,248400,152.3,151.1,21,"8316-8318, rue de Gasp•À_ Montreal",2012,419000,431000,20120921,,,9,149.7,251900,1600,152.1,90,302500,367300,151.6,165.8,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,284700,,290800,242100,148.7,147.8,3,"8127, avenue de Ch•À_teaubriand Montreal",2012,549000,540000,20120203,,,2,146.7,246000,1850,148.2,27,295900,360000,148.1,162.8,Villeray / St-Michel / Parc-Extension,45.546098,-73.627388
Duplex,296200,,306200,249600,155.8,154.4,15,"7407-7409, rue St-Andr•À_ Montreal",2013,449000,400000,20130415,,,4,152.9,257700,2000,152.8,52,309100,375200,154.1,171.4,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,284700,,290800,242100,148.7,147.8,24,"7589, rue des •À_rables Montreal",2012,491000,479000,20120224,,,2,146.7,246000,2327,148.2,22,295900,360000,148.1,162.8,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,290600,,292200,245700,152.6,151.4,2,"7219-7217, rue Drolet Montreal",2012,,,20120402,,,4,150,252400,2200,150.4,4,303100,368100,151.2,163.6,Villeray / St-Michel / Parc-Extension,45.538047,-73.616425
Duplex,290600,,292200,245700,152.6,151.4,11,"6975-6977, des •À_rables Montreal",2012,439000,465000,20120411,,,4,150,252400,2250,150.4,11,303100,368100,151.2,163.6,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,291800,,288300,248100,152.7,151.5,1,"7527-7529, rue Boyer Montreal",2012,559000,540000,20120601,,,6,150.2,252600,2375,151.9,30,303300,368600,151.8,161.4,Villeray / St-Michel / Parc-Extension,45.544117,-73.6181
Duplex,210700,,202200,175400,112.2,110.2,18,8202 rue Boyer Montreal,2006,285000,277000,20060418,,,4,107.7,185600,1820,107.4,20,220600,264300,109.6,113.2,Villeray / St-Michel / Parc-Extension,45.547815,-73.627153
Duplex,290200,,298500,247500,151.7,150.5,10,"7940-7942, rue Drolet Montreal",2012,459000,454000,20121110,,,11,149,251000,1500,151.5,16,301300,365600,151,167.1,Villeray / St-Michel / Parc-Extension,45.541208,-73.627356
Duplex,290200,,298500,247500,151.7,150.5,18,"7948-7950, rue Drolet Montreal",2012,355000,328000,20121118,,,11,149,251000,1035,151.5,22,301300,365600,151,167.1,Villeray / St-Michel / Parc-Extension,45.541251,-73.627504
Duplex,301200,,305100,252500,159.3,157.6,21,"7610-7612, rue d'Iberville Montreal",2013,399000,395000,20130521,,,5,155.5,263500,2977,154.6,71,315500,381600,156.7,170.8,Villeray / St-Michel / Parc-Extension,45.556219,-73.608286
Duplex,292300,,305800,247100,152.1,152.2,23,"7567, 6e Avenue Montreal",2013,359000,325000,20130223,,,2,152.3,251600,2500,151.3,38,304700,373700,152.1,171.2,Villeray / St-Michel / Parc-Extension,45.559145,-73.606509
Duplex,294700,,306900,247900,154.7,153.8,5,"8169, rue Lajeunesse Montreal",2013,499000,496500,20130305,,,3,152.8,255900,1875,151.8,23,307900,374900,153.3,171.8,Villeray / St-Michel / Parc-Extension,45.544257,-73.629803
Duplex,296200,,306200,249600,155.8,154.4,20,"8258 •À_ 8260, rue Berri Montreal",2013,498000,460000,20130420,,,4,152.9,257700,1400,152.8,67,309100,375200,154.1,171.4,Villeray / St-Michel / Parc-Extension,45.543801,-73.631305
Duplex,301200,,305100,252500,159.3,157.6,31,"9022 •À_ 9024, 8e avenue Montreal",2013,489000,479000,20130531,,,5,155.5,263500,2210,154.6,24,315500,381600,156.7,170.8,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,296200,,306200,249600,155.8,154.4,6,"7232-7234, rue Boyer Montreal",2013,595000,595000,20130406,,,4,152.9,257700,2300,152.8,10,309100,375200,154.1,171.4,Villeray / St-Michel / Parc-Extension,45.542351,-73.614226
Duplex,296200,,306200,249600,155.8,154.4,16,"7007-7009, avenue de Bordeaux Montreal",2013,485000,470000,20130416,,,4,152.9,257700,2200,152.8,9,309100,375200,154.1,171.4,Villeray / St-Michel / Parc-Extension,45.548651,-73.603071
Duplex,298100,,304700,250600,156.2,155.7,12,"7812-7814, avenue Chateaubriand Montreal",2013,599000,585000,20130812,,,8,155.1,258400,2316,153.4,67,311700,380600,155.1,170.6,Villeray / St-Michel / Parc-Extension,45.544263,-73.623379
Duplex,301200,,305100,252500,159.3,157.6,28,"8024-8026, rue Henri-Julien Montreal",2013,468500,468500,20130528,,,5,155.5,263500,2000,154.6,8,315500,381600,156.7,170.8,Villeray / St-Michel / Parc-Extension,45.541026,-73.62893
Duplex,298300,,309200,250600,156.4,155.8,8,"2626, rue Everett Montreal",2013,499000,490000,20130708,,,7,155.2,258700,2376,153.4,17,311900,380800,155.2,173.1,Villeray / St-Michel / Parc-Extension,45.556888,-73.602368
Duplex,298300,,309400,249900,156.4,156,5,"8304, rue Foucher Montreal",2013,534900,510000,20130905,,,9,155.4,258700,1875,153,14,312300,381300,155.2,173.2,Villeray / St-Michel / Parc-Extension,45.54552,-73.630414
Duplex,298300,,309600,249600,156.6,156.2,12,"7824-26, rue Saint Dominique Montreal",2013,545000,526500,20131012,,,10,155.6,259100,2015,152.8,6,312700,381800,155.2,173.3,Villeray / St-Michel / Parc-Extension,45.538255,-73.626889
Duplex,301600,,312900,250600,159.7,158.3,28,"7753-7755, rue Sainte-Dominique Montreal",2014,549000,525000,20140528,,,5,156.6,264200,1750,153.4,46,316900,384300,156.9,175.2,Villeray / St-Michel / Parc-Extension,45.538136,-73.625701
Duplex,298100,,313800,248900,156.8,156.1,23,"8617, rue Foucher Montreal",2013,,,20131123,,,11,155.2,259400,2317,152.4,17,312500,380800,155.1,175.7,Villeray / St-Michel / Parc-Extension,45.547207,-73.635953
Duplex,223500,,216800,184700,120.1,117.2,5,8086 Rue Fabre Montreal,2007,272000,270000,20070405,,,4,113.7,198700,2088,113.1,120,234600,279000,116.3,121.4,Villeray / St-Michel / Parc-Extension,45.551704,-73.619706
Duplex,300000,,311500,251700,157.2,156.8,7,"8324-8326, rue Drolet Montreal",2014,465000,450000,20140207,,,2,156.4,260100,1500,154.1,40,313900,383800,156.1,174.4,Villeray / St-Michel / Parc-Extension,45.542936,-73.633287
Duplex,301200,,321700,252500,158.2,157.4,19,"7476-74, rue Fabre Montreal",2014,548000,530000,20140319,,,3,156.5,261700,2423,154.6,31,315100,384000,156.7,180.1,Villeray / St-Michel / Parc-Extension,45.548822,-73.613175
Duplex,301600,,312900,250600,159.7,158.3,11,"8330-8332, rue Saint-Andr•À_ Montreal",2014,,,20140511,,,5,156.6,264200,1776,153.4,66,316900,384300,156.9,175.2,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,301200,,321700,252500,158.2,157.4,9,"7877-7879, rue Saint-Andr•À_ Montreal",2014,540000,536000,20140309,,,3,156.5,261700,1768,154.6,4,315100,384000,156.7,180.1,Villeray / St-Michel / Parc-Extension,45.501689,-73.567256
Duplex,301600,,312900,250600,159.7,158.3,4,"6981-6983, rue Sagard Montreal",2014,629000,600000,20140504,,,5,156.6,264200,2198,153.4,52,316900,384300,156.9,175.2,Villeray / St-Michel / Parc-Extension,45.550162,-73.601107
Duplex,299800,,309600,251500,157.5,156.6,18,"8123-8125, rue Lajeunesse Montreal",2014,555000,,20140718,,,7,155.6,260600,1875,154,63,313500,381800,156,173.3,Villeray / St-Michel / Parc-Extension,45.5439,-73.628954
Duplex,230500,,226700,189100,124.3,121,15,"8009, Henri-Julien Montreal",2007,259000,,20070915,,,9,117.2,205600,1125,115.8,210,242200,287600,119.9,126.9,Villeray / St-Michel / Parc-Extension,45.541035,-73.628864
Duplex,301000,,307400,251500,159.2,157.6,20,"8981-8983, 2e avenue Montreal",2014,339000,331000,20140620,,,6,155.8,263400,1700,154,68,315500,382300,156.6,172.1,Villeray / St-Michel / Parc-Extension,45.568252,-73.629283
Duplex,299800,,309600,251500,157.5,156.6,17,"7197-7199, rue Boyer Montreal",2014,739000,730000,20140717,,,7,155.6,260600,2878,154,59,313500,381800,156,173.3,Villeray / St-Michel / Parc-Extension,45.542097,-73.613584
Duplex,298900,,310800,250900,156.7,156.2,27,"7504-06, rue de Bordeaux Montreal",2014,525000,525000,20140827,,,8,155.5,259200,2500,153.6,4,312700,381600,155.5,174,Villeray / St-Michel / Parc-Extension,45.551886,-73.610582
Duplex,298900,,310800,250900,156.7,156.2,19,"7595, 6e avenue Montreal",2014,450000,438000,20140819,,,8,155.5,259200,2499,153.6,2,312700,381600,155.5,174,Villeray / St-Michel / Parc-Extension,45.559274,-73.607185
Duplex,298900,,310800,250900,156.7,156.2,19,"8530-8532, rue Foucher Montreal",2014,579000,562923,20140819,,,8,155.5,259200,1594,153.6,63,312700,381600,155.5,174,Villeray / St-Michel / Parc-Extension,45.546842,-73.634698
Duplex,223500,,216800,184700,120.1,117.2,26,7364 Chambord Montreal,2007,345000,330000,20070426,,,4,113.7,198700,2500,113.1,33,234600,279000,116.3,121.4,Villeray / St-Michel / Parc-Extension,45.545686,-73.612989
Duplex,223500,,216800,184700,120.1,117.2,19,8045 rue Boyer Montreal,2007,379000,360000,20070419,,,4,113.7,198700,2471,113.1,32,234600,279000,116.3,121.4,Villeray / St-Michel / Parc-Extension,45.547286,-73.624747
Duplex,298700,,307400,252200,155.6,155.5,1,"8123-8125, rue Saint G•À_rard Montreal",2014,,,20141001,,,10,155.5,257400,1875,154.4,9,311300,381600,155.4,172.1,Villeray / St-Michel / Parc-Extension,45.544639,-73.628729
Duplex,298300,,311500,249700,156.8,156,30,"7975-7977, avenue Henri-Julien Montreal",2014,549000,557000,20140930,,,9,155,259400,1575,152.9,6,312300,380300,155.2,174.4,Villeray / St-Michel / Parc-Extension,45.540893,-73.628362
Duplex,226600,,222000,186000,122,119,15,8351 rue Clark Montreal,2007,358000,350000,20070615,,,6,115.5,201800,2850,113.9,53,238200,283400,117.9,124.3,Villeray / St-Michel / Parc-Extension,45.539311,-73.635835
