,MlsNumber,LivingArea,MunicipalTax,SchoolTax,LotAssessment,BuildingAssessment,Area
6811,13962967,,3472.0,761.00,27900.0,344400.0,
6812,27486559,,1861.0,392.00,27800.0,191300.0,
6813,27943401,,1900.0,394.00,27800.0,195900.0,
6814,21718161,989.0,3100.0,680.00,27800.0,381800.0,
6815,27415608,942.9176399999999,1560.0,322.00,27700.0,156900.0,
6816,14881399,620.0,2607.0,500.00,27600.0,275900.0,
6817,28514226,500.0,2192.0,458.00,27500.0,250100.0,
6818,20015237,1040.0,2745.0,600.00,27500.0,261600.0,
6819,26595563,,1544.0,600.00,27400.0,157500.0,
6820,25878005,934.0,1670.0,338.00,27400.0,174300.0,
6821,11788099,,1438.0,303.00,27300.0,146700.0,
6822,26557185,809.0,2341.0,450.00,27200.0,235000.0,
6823,10199494,,1700.0,321.00,27000.0,152400.0,
6824,28944653,753.0,1985.0,386.00,26700.0,180500.0,
6825,10479027,958.0,2349.0,515.00,26600.0,265300.0,
6826,27381991,632.0,1725.0,457.00,26400.0,239600.0,
6827,21850441,538.0,1665.0,333.00,26300.0,164200.0,
6828,15531894,,1713.0,354.00,26300.0,176300.0,
6829,19180870,615.0,2014.0,414.00,26300.0,214000.0,
6830,18851691,936.4593,1836.0,361.00,26000.0,178200.0,
6831,26049317,,2256.0,462.00,26000.0,235300.0,
6832,27768675,685.7,1552.0,326.00,25900.0,216700.0,
6833,15766257,,1585.0,314.00,25900.0,149100.0,
6834,22547654,667.0,1698.0,366.00,25900.0,188600.0,
6835,16257070,678.1256999999999,2540.0,668.00,25900.0,286200.0,
6836,19801657,973.0,3397.0,346.00,25900.0,371700.0,
6837,19517810,102.3,1836.0,372.00,25800.0,175900.0,
6838,22428578,,1958.0,363.00,25700.0,170800.0,
6839,22127596,617.0,2230.0,456.00,25700.0,232700.0,
6840,20729338,914.0,2912.0,639.00,25600.0,330400.0,
6841,28224573,820.0,2175.0,446.00,25200.0,227900.0,
6842,20972313,,,,25200.0,229800.0,
6843,23034707,882.0,1890.0,397.00,25100.0,196000.0,
6844,10435851,604.93118,1359.0,292.00,25000.0,128600.0,
6845,21951021,,1667.0,351.00,24800.0,170900.0,
6846,19806902,678.1256999999999,1339.0,288.00,24700.0,133000.0,
6847,19180901,684.0,2260.0,497.00,24700.0,267600.0,
6848,16703353,943.0,2452.0,500.00,24700.0,277600.0,
6849,21835173,,1887.0,354.00,24600.0,157400.0,
6850,14989266,886.0,1900.0,398.00,24600.0,206900.0,
6851,26695782,448.85463,855.0,155.00,24500.0,68900.0,
6852,18966098,,1596.0,302.00,24400.0,144900.0,
6853,12470215,1051.6,2158.0,452.00,24400.0,233900.0,
6854,16978195,525.0,1649.0,351.00,24100.0,190700.0,
6855,16142809,,1439.0,285.00,24000.0,131900.0,
6856,13226244,1150.0,2500.0,481.00,24000.0,171200.0,
6857,26272977,,1332.0,272.00,23900.0,126300.0,
6858,28449646,,2333.0,480.00,23700.0,258000.0,
6859,21594058,1277.0,1572.0,331.00,23600.0,177500.0,
6860,10847106,645.834,1.0,684.00,23500.0,294800.0,
6861,20115365,,2208.0,460.00,23500.0,237800.0,
6862,20554951,,2125.0,439.00,23400.0,223900.0,
6863,16470504,,1668.0,286.00,23300.0,141600.0,
6864,11818190,,1880.0,400.00,23300.0,205300.0,
6865,12862077,,1712.0,348.00,23200.0,184300.0,
6866,22424187,648.0,1620.0,349.00,23100.0,181700.0,
6867,14128869,848.1953199999999,2783.0,644.00,23000.0,342800.0,
6868,23513238,,2936.0,656.00,23000.0,323800.0,
6869,21422275,,1723.0,352.00,22900.0,176500.0,
6870,11289412,,2391.0,492.00,22900.0,277100.0,
6871,21890218,,2535.0,546.00,22800.0,284300.0,
6872,23800262,,1609.0,316.00,22600.0,155400.0,
6873,18420519,,1652.0,314.00,22500.0,148800.0,
6874,10408060,827.0,1.0,1.00,22200.0,213400.0,
6875,13490628,620.0,1422.0,248.00,22200.0,120600.0,
6876,15804139,499.44496,1607.0,328.00,22200.0,163900.0,
6877,18455341,,1857.0,384.00,22000.0,198900.0,
6878,28792992,,1967.0,407.00,22000.0,214800.0,
6879,13382159,560.0,1336.0,298.00,21900.0,131900.0,
6880,28908307,,1012.0,406.00,21800.0,210400.0,
6881,22569209,1100.0,2050.0,385.00,21800.0,199500.0,
6882,13494593,6479.8678,1127.0,254.00,21700.0,131900.0,
6883,28654033,785.0,1848.0,373.00,21700.0,204100.0,
6884,15936440,,2166.0,460.00,21400.0,239300.0,
6885,13812895,522.0,1801.0,332.00,21300.0,175600.0,
6886,26281776,625.0,929.0,197.00,21200.0,95600.0,
6887,17668680,1161.0,2402.0,364.00,21100.0,168500.0,
6888,27986956,,1419.0,300.00,21000.0,166500.0,
6889,11281111,504.0,1230.0,254.00,20900.0,119100.0,
6890,28440635,410.0,1511.0,311.00,20900.0,179700.0,
6891,19856012,645.834,1559.0,269.00,20900.0,126800.0,
6892,25533967,798.0,1632.0,343.00,20900.0,177300.0,
6893,10251171,645.834,2276.0,370.00,20800.0,187400.0,
6894,13878431,700.0,1445.0,317.00,20500.0,168600.0,
6895,14347790,825.0,2084.0,450.00,20500.0,209200.0,
6896,24602738,,1732.0,367.00,20400.0,178000.0,
6897,24479786,,1316.0,263.00,20300.0,122000.0,
6898,10077396,417.0,1254.0,267.00,20100.0,126600.0,
6899,20182013,770.0,2098.0,443.00,20100.0,267800.0,
6900,17534434,,1983.0,434.00,20000.0,188500.0,
6901,12014049,697.0,1518.0,327.00,19800.0,168100.0,
6902,8581147,737.0,2693.0,570.00,19500.0,247833.0,
6903,23732507,602.7783999999999,1230.0,241.00,19400.0,118000.0,
6904,24544882,725.0,1830.0,354.00,19300.0,202300.0,
6905,17680299,585.0,1828.0,376.00,19200.0,201500.0,
6906,14055187,,2240.0,476.00,19100.0,250100.0,
6907,26534276,,1880.0,385.00,18700.0,204900.0,
6908,12566495,650.0,1646.0,346.00,18500.0,179600.0,
6909,13479893,,1720.0,353.00,18500.0,184900.0,
6910,12819495,673.0,2508.0,550.00,18500.0,312900.0,
6911,22551552,893.0,1748.0,345.00,18100.0,174100.0,
6912,17169547,907.39677,2003.0,371.00,18100.0,214400.0,
6913,25036730,,1306.0,266.00,18000.0,117400.0,
6914,18054442,,1724.0,349.00,18000.0,190000.0,
6915,25804348,751.0,2182.0,455.00,18000.0,243200.0,
6916,9102532,744.0,1485.0,335.00,17900.0,166700.0,
6917,25379597,,1267.0,246.00,17800.0,125500.0,
6918,26621250,427.0,1328.0,268.00,17700.0,136100.0,
6919,28403753,,1529.0,319.00,17400.0,164700.0,
6920,15512159,834.0,1562.0,389.00,17300.0,201900.0,
6921,10383470,764.2369,2131.0,441.00,17300.0,198000.0,
6922,21646629,502.0,797.0,164.00,17200.0,75500.0,
6923,12989994,667.0,1558.0,312.00,17000.0,172100.0,
6924,24016062,600.0,1705.0,363.00,17000.0,192300.0,
6925,10032054,527.4311,2196.0,501.00,16900.0,223900.0,
6926,17125592,496.0,1245.0,258.00,16800.0,122300.0,
6927,27076057,506.0,1333.0,189.00,16800.0,125000.0,
6928,10552026,1.0,1770.0,388.00,16800.0,199400.0,
6929,23401841,,1208.0,250.00,16700.0,119100.0,
6930,25254999,1082.0,2468.0,526.00,16600.0,284400.0,
6931,11981577,,1277.0,260.00,16500.0,116700.0,
6932,24602085,487.0,1973.0,405.00,16200.0,192200.0,
6933,11441079,865.41756,2670.0,549.00,15700.0,309900.0,
6934,21595746,560.0,1315.0,271.00,15200.0,157400.0,
6935,10256631,,1744.0,344.00,15000.0,198800.0,
6936,18727623,683.0,1813.0,380.00,15000.0,202100.0,
6937,11138387,930.0,2220.0,232.00,14400.0,253500.0,
6938,16058273,603.85479,1978.0,419.00,14300.0,236500.0,
6939,19166014,734.0,956.0,201.00,14200.0,96000.0,
6940,24419555,,1194.0,252.00,14100.0,126400.0,
6941,13471130,,1264.0,258.00,13800.0,134200.0,
6942,25550008,539.0,1332.0,245.00,13700.0,168700.0,
6943,28953037,,1845.0,400.00,13700.0,180000.0,
6944,14247513,456.0,1093.0,216.00,13600.0,128800.0,
6945,22187429,849.0,2089.0,449.00,13500.0,234400.0,
6946,16311269,,1247.0,260.00,13300.0,135300.0,
6947,25940853,920.0,1969.0,443.00,13200.0,228800.0,
6948,20475713,,1832.0,390.00,13000.0,207400.0,
6949,19771600,,1153.0,236.00,12700.0,122300.0,
6950,24032353,653.0,1525.0,370.00,12600.0,196500.0,
6951,17635878,438.0,1227.0,265.00,12400.0,140500.0,
6952,9851434,,996.0,203.00,11900.0,104700.0,
6953,14062917,648.0,0.0,0.00,11800.0,147500.0,
6954,20802333,,951.0,203.00,11500.0,99900.0,
6955,20004324,,958.0,196.00,11500.0,100700.0,
6956,28627107,,977.0,200.00,11500.0,102900.0,
6957,12068644,615.0,1426.0,284.00,11500.0,98100.0,
6958,11228013,880.99,2265.0,498.00,11400.0,296300.0,
6959,14601716,559.7228,899.0,171.00,11300.0,81600.0,
6960,25959512,620.00064,1756.0,361.00,10800.0,208800.0,
6961,12922034,269.0,3510.0,185.00,10400.0,79800.0,
6962,14622116,1215.0,2037.0,421.00,10200.0,225400.0,
6963,24418452,527.0,640.0,136.00,9800.0,65500.0,
6964,10417010,844.96615,1819.0,385.00,9660.0,188834.0,
6965,20651950,512.0,616.0,130.00,9400.0,63000.0,
6966,22915056,1146.0,0.0,0.00,9300.0,226900.0,
6967,12024167,,1401.0,275.00,9100.0,141100.0,
6968,9678597,,1453.0,285.00,9100.0,146900.0,
6969,13015457,1002.0,1820.0,357.00,8400.0,199500.0,
6970,21851690,,1255.0,244.00,4700.0,124100.0,
6971,9445737,,10.0,10.00,11.0,11.0,
6972,20541057,1175.0,2.0,2.00,2.0,2.0,
6973,11011359,1753.0,1.0,1.00,1.0,1.0,
6974,10205563,,1.0,1.00,1.0,1.0,
6975,9295436,,1.0,1.00,1.0,1.0,
6976,9786760,,1.0,1.00,1.0,1.0,
6977,23673216,,1.0,1.00,1.0,1.0,
6978,15195257,1077.0,1.0,1.00,1.0,1.0,
6979,20867505,1136.0,1.0,1.00,1.0,1.0,
6980,21108101,,1.0,1.00,1.0,1.0,
6981,21167555,940.0,1.0,1.00,1.0,1.0,
6982,28537763,1668.0,1.0,1.00,1.0,1.0,
6983,28543189,1570.0,1.0,1.00,1.0,1.0,
6984,23602092,2496.0,1.0,1.00,1.0,1.0,
6985,27365075,,1.0,1.00,1.0,1.0,
6986,14564086,,1.0,1.00,1.0,1.0,
6987,28747897,,1.0,1.00,1.0,1.0,
6988,13210701,2642.0,1.0,1.00,1.0,,
6989,12457706,980.0,698.0,150.00,1.0,85800.0,
6990,16969561,632.0,2427.0,514.00,1.0,303300.0,
6991,17461403,1262.0,2514.0,530.00,1.0,272367.0,
6992,25433995,14272.9314,3369.0,706.00,1.0,395400.0,
6993,23729322,,,,1.0,1.0,
6994,24172260,1109.0,0.0,0.00,,,
6995,14099514,1509.0,0.0,0.00,,,
6996,20993610,844.0,0.0,0.00,,,
6997,24225418,1136.6678399999998,0.0,0.00,,,
6998,11325110,695.0,0.0,0.00,,,
6999,11848833,1196.0,0.0,0.00,,,
7000,13395615,670.0,0.0,0.00,,,
7001,19381315,618.0,0.0,0.00,,,
7002,20338401,924.0,0.0,0.00,,,
7003,9431920,812.0,0.0,0.00,,,
7004,12602167,1905.0,0.0,0.00,,,
7005,17171077,1077.0,0.0,0.00,,,
7006,19821928,837.0,0.0,0.00,,,
7007,22929185,935.0,0.0,0.00,,,
7008,25331973,936.0,0.0,0.00,,,
7009,10969543,469.0,0.0,0.00,,,
7010,9273413,420.0,0.0,0.00,,,
7011,9183883,921.0,0.0,0.00,,,
7012,17600116,583.0,0.0,0.00,,,
7013,12653687,591.0,0.0,0.00,,,
7014,14999348,577.87,0.0,0.00,,,
7015,17070311,591.0,0.0,0.00,,,
7016,19770300,594.0,0.0,0.00,,,
7017,27812212,594.0,0.0,0.00,,,
7018,14774324,530.0,0.0,0.00,,,
7019,14208816,597.0,0.0,0.00,,,
7020,20791470,597.0,0.0,0.00,,,
7021,24255186,540.0,0.0,0.00,,,
7022,16177954,664.0,0.0,0.00,,,
7023,25495669,558.0,0.0,0.00,,,
7024,18058827,658.0,0.0,0.00,,,
7025,25369089,617.0,0.0,0.00,,,
7026,17382704,585.0,0.0,0.00,,,
7027,22182783,585.0,0.0,0.00,,,
7028,24828274,585.0,0.0,0.00,,,
7029,28976942,585.0,0.0,0.00,,,
7030,9126915,585.0,0.0,0.00,,,
7031,22786886,597.0,0.0,0.00,,,
7032,23656312,656.0,0.0,0.00,,,
7033,21374009,655.0,0.0,0.00,,,
7034,26897734,675.0,0.0,0.00,,,
7035,14528545,1029.0,0.0,0.00,,,
7036,10741409,979.0,0.0,0.00,,,
7037,21608115,571.0,0.0,0.00,,,
7038,18641038,690.0,0.0,0.00,,,
7039,26137269,690.0,0.0,0.00,,,
7040,17475307,700.0,0.0,0.00,,,
7041,17048680,538.0,0.0,0.00,,,
7042,12289379,720.0,0.0,0.00,,,
7043,14533864,720.0,0.0,0.00,,,
7044,12002203,775.0,0.0,0.00,,,
7045,25392329,1178.0,0.0,0.00,,,
7046,28484628,795.0,0.0,0.00,,,
7047,18785101,820.0,0.0,0.00,,,
7048,28434255,532.0,0.0,0.00,,,
7049,10770453,761.0,0.0,0.00,,,
7050,22550162,840.0,0.0,0.00,,,
7051,12443309,845.0,0.0,0.00,,,
7052,17115973,845.0,0.0,0.00,,,
7053,18250245,845.0,0.0,0.00,,,
7054,20670765,845.0,0.0,0.00,,,
7055,28359957,845.0,0.0,0.00,,,
7056,13717384,962.0,0.0,0.00,,,
7057,20171211,957.0,0.0,0.00,,,
7058,10134145,855.0,0.0,0.00,,,
7059,14651922,855.0,0.0,0.00,,,
7060,21204338,855.0,0.0,0.00,,,
7061,25600188,855.0,0.0,0.00,,,
7062,22876578,860.0,0.0,0.00,,,
7063,28116582,740.0,0.0,0.00,,,
7064,10782692,865.0,0.0,0.00,,,
7065,12904069,865.0,0.0,0.00,,,
7066,15755160,865.0,0.0,0.00,,,
7067,20875389,865.0,0.0,0.00,,,
7068,24091736,865.0,0.0,0.00,,,
7069,28668748,865.0,0.0,0.00,,,
7070,12473069,880.0,0.0,0.00,,,
7071,13694506,880.0,0.0,0.00,,,
7072,14664627,880.0,0.0,0.00,,,
7073,14900624,880.0,0.0,0.00,,,
7074,18985415,957.0,0.0,0.00,,,
7075,21827048,900.0,0.0,0.00,,,
7076,16382299,915.0,0.0,0.00,,,
7077,20240448,915.0,0.0,0.00,,,
7078,23017588,915.0,0.0,0.00,,,
7079,15254135,950.0,0.0,0.00,,,
7080,16941003,1078.0,0.0,0.00,,,
7081,22226500,950.0,0.0,0.00,,,
7082,24741345,950.0,0.0,0.00,,,
7083,28683306,950.0,0.0,0.00,,,
7084,19558639,960.0,0.0,0.00,,,
7085,20577524,960.0,0.0,0.00,,,
7086,21863589,960.0,0.0,0.00,,,
7087,20111994,1060.0,0.0,0.00,,,
7088,22020188,1000.0,0.0,0.00,,,
7089,23859357,1060.0,0.0,0.00,,,
7090,25072948,1060.0,0.0,0.00,,,
7091,26826126,1060.0,0.0,0.00,,,
7092,24954093,1078.0,0.0,0.00,,,
7093,18256808,1166.80676,0.0,0.00,,,
7094,14073906,1220.0,0.0,0.00,,,
7095,15567564,1220.0,0.0,0.00,,,
7096,24871218,1220.0,0.0,0.00,,,
7097,26845817,1220.0,0.0,0.00,,,
7098,15252495,1225.0,0.0,0.00,,,
7099,17736540,1178.0,0.0,0.00,,,
7100,15615015,1757.0,0.0,0.00,,,
7101,10013472,1060.0,0.0,0.00,,,
7102,12674191,560.0,0.0,0.00,,,
7103,15761288,560.0,0.0,0.00,,,
7104,23336880,1597.4,0.0,0.00,,,
7105,20651878,757.7785600000001,0.0,0.00,,,
7106,10193718,600.0,0.0,0.00,,,
7107,19595387,,0.0,0.00,,,
7108,14118112,,0.0,0.00,,,
7109,16530766,2000.0,0.0,0.00,,,
7110,16884019,,0.0,0.00,,,
7111,17313413,,0.0,0.00,,,
7112,18109316,,0.0,0.00,,,
7113,18559389,,0.0,0.00,,,
7114,20717886,,0.0,0.00,,,
7115,20933037,,0.0,0.00,,,
7116,21077169,,0.0,0.00,,,
7117,21319301,,0.0,0.00,,,
7118,21710593,,0.0,0.00,,,
7119,26044660,,0.0,0.00,,,
7120,26885188,600.0,0.0,0.00,,,
7121,27112583,,0.0,0.00,,,
7122,27537013,,0.0,0.00,,,
7123,27920517,,0.0,0.00,,,
7124,28844808,,0.0,0.00,,,
7125,16632144,3500.0,0.0,0.00,,,
7126,25151080,,0.0,0.00,,,
7127,9274060,,1.0,1.00,,,
7128,9059479,,1.0,1.00,,,
7129,20643853,1570.0,1.0,1.00,,,
7130,20407281,800.0,1.0,1.00,,,
7131,27196427,1373.0,1.0,1.00,,,
7132,24044082,758.8549499999999,1.0,331.00,,,
7133,10168758,,1.0,1.00,,,
7134,10901050,,1.0,1.00,,,
7135,12192486,1216.0,1.0,1.00,,,
7136,13672090,2103.0,1.0,1.00,,,
7137,13861646,825.0,1.0,1.00,,,
7138,14150165,,1.0,1.00,,,
7139,14184960,2835.0,1.0,1.00,,,
7140,14238698,1872.0,1.0,1.00,,,
7141,19415297,1605.0,1.0,1.00,,,
7142,22907094,,1.0,1.00,,,
7143,23402773,771.0,1.0,1.00,,,
7144,9195097,1300.0,1.0,1.00,,,
7145,10913450,,1.0,316.00,,,
7146,27298533,502.0,1.0,336.00,,,
7147,23099336,710.4173999999999,1.0,300.00,,,
7148,23470820,1017.0,1.0,318.00,,,
7149,16630880,600.0,1.0,1.00,,,
7150,12858630,,1.0,1.00,,,
7151,20760824,881.0,1.0,627.00,,,
7152,28317821,,1.0,1.00,,,
7153,17543406,892.32731,1.0,1.00,,,
7154,19629506,1400.0,1.0,1.00,,,
7155,19135151,894.0,1.0,628.00,,,
7156,26265316,,1.0,1.00,,,
7157,13445068,,1.0,1.00,,,
7158,10177201,1248.0,1.0,1.00,,,
7159,27919455,1950.0,1.0,1.00,,,
7160,15492409,,1.0,1.00,,,
7161,22177708,2125.0,1.0,1.00,,,
7162,12113590,874.0,1.0,273.00,,,
7163,14678580,,1.0,1.00,,,
7164,18329814,820.0,1.0,1.00,,,
7165,26741904,1159.0,1.0,273.00,,,
7166,18958160,,1.0,1.00,,,
7167,10133489,1469.0,1.0,1.00,,,
7168,10335537,1453.0,1.0,1.00,,,
7169,10335552,1453.0,1.0,1.00,,,
7170,10411423,1453.0,1.0,1.00,,,
7171,10587404,1457.0,1.0,1.00,,,
7172,10713112,1469.0,1.0,1.00,,,
7173,10828779,1453.0,1.0,1.00,,,
7174,9344084,1453.0,1.0,1.00,,,
7175,9590656,1619.0,1.0,1.00,,,
7176,9750925,1463.0,1.0,1.00,,,
7177,13029828,,1.0,1.00,,,
7178,20369075,662.0,1.0,1.00,,,
7179,10043428,1465.0,1.0,1.00,,,
7180,13889653,975.0,1.0,1.00,,,
7181,25505598,1620.0,1.0,1.00,,,
7182,23847571,1946.0,1.0,1.00,,,
7183,22729666,,1.0,1.00,,88900.0,
7184,9287443,1675.0,1.0,1.00,,1.0,
7185,24535693,,1.0,1.00,,,
7186,27864943,960.0,5.0,5.00,,,
7187,15708149,815.0,11.0,11.00,,,
7188,9227623,893.0,259.0,1256.00,,,
7189,15263362,1123.0,368.0,89.00,,,
7190,25274023,1245.0,502.0,718.00,,,
7191,27208567,,536.0,125.00,,76900.0,
7192,17722160,551.0,549.0,104.00,,,
7193,27492384,557.0,549.0,104.00,,,
7194,16371739,,555.0,103.00,,,
7195,11609753,,608.0,143.00,,,
7196,12118654,559.7228,636.0,122.00,,,
7197,12424109,,665.0,123.00,,,
7198,17176904,,665.0,123.00,,,
7199,18879089,1025.0,683.0,129.00,,,
7200,28458355,,755.0,140.00,,,
7201,17056809,1641.4947499999998,764.0,,,,
7202,10074794,400.0,766.0,164.00,,,
7203,15757256,646.0,774.0,155.00,,,
7204,25550625,,784.0,168.00,,,
7205,25144213,448.85463,856.0,160.00,,,
7206,21068090,427.32683000000003,858.0,159.00,,,
7207,25173762,690.0,881.0,370.00,,,
7208,25847448,681.3548699999999,883.0,182.00,,,
7209,13836409,990.0,900.0,753.00,,,
7210,26574187,538.0,915.0,175.00,,,
7211,22764091,520.0,918.0,172.00,,,
7212,26642285,390.0,924.0,190.00,,,
7213,27601259,537.0,941.0,178.00,,,
7214,11227477,701.0,995.0,181.00,,,
7215,18319654,465.0,998.0,197.00,,,
7216,16051536,468.0,1003.0,216.00,,,
7217,25220026,550.0,1037.0,199.00,,,
7218,25900481,626.0,1059.0,301.00,,,
7219,26726191,626.0,1062.0,306.00,,,
7220,20614478,,1109.0,236.00,,132000.0,
7221,18828520,501.920657,1124.0,200.00,,,
7222,16970744,616.7714699999999,1136.0,180.00,,,
7223,9950388,490.83384,1139.0,220.00,,,
7224,20956114,,1139.0,59.00,,,
7225,16151851,535.0,1140.0,245.00,,,
7226,16439257,639.0,1146.0,247.00,,,
7227,11249494,621.0,1160.0,279.00,,,
7228,14409985,496.21578999999997,1162.0,230.00,,,
7229,20533127,535.0,1165.0,230.00,,,
7230,27923969,,1170.0,246.00,,,
7231,23921536,621.0,1176.0,225.00,,,
7232,25078377,551.0,1178.0,390.00,,,
7233,21837048,560.79919,1180.0,252.00,,,
7234,24904223,,1185.0,239.00,,,
7235,28369724,,1185.0,239.00,,,
7236,13623442,,1200.0,337.00,,,
7237,9856496,580.0,1202.0,247.00,,,
7238,27883144,386.0,1206.0,241.00,,,
7239,10682870,611.38952,1209.0,234.00,,,
7240,27636890,600.0,1217.0,255.00,,,
7241,10732623,825.6,1226.0,347.00,,,
7242,19040827,592.0,1234.0,240.00,,,
7243,21782648,635.0701,1243.0,268.00,,,
7244,21367301,396.0,1244.0,318.00,,,
7245,17337560,890.0,1249.0,470.00,,,
7246,22624232,541.0,1259.0,247.00,,,
7247,10488345,540.0,1266.0,266.00,,,
7248,10789017,771.0,1280.0,247.00,,,
7249,13560889,,1281.0,272.00,,,
7250,26941052,870.0,1282.0,250.00,,,
7251,13038764,753.0,1290.0,270.00,,,
7252,25585506,460.0,1294.0,273.00,,,
7253,14267532,715.0,1299.0,246.00,,,
7254,28467970,553.0,1303.0,294.00,,,
7255,18442063,744.0,1305.0,279.00,,,
7256,27940189,522.0,1308.0,269.00,,,
7257,27224677,901.0,1316.0,292.00,,,
7258,17226151,614.6,1317.0,264.00,,,
7259,11360002,932.0,1318.0,264.00,,,
7260,18834384,872.1,1318.0,259.00,,,
7261,14632659,699.0,1321.0,256.00,,,
7262,23965059,815.3,1337.0,222.00,,,
7263,25195428,378.0,1338.0,258.00,,,
7264,26957977,602.0,1339.0,268.00,,,
7265,12413078,656.0,1343.0,258.00,,,
7266,10715984,658.0,1348.0,263.00,,,
7267,26497507,620.0,1348.0,268.00,,,
7268,16999078,804.0,1352.0,267.00,,,
7269,13266392,,1354.0,286.00,,,
7270,21621017,,1354.0,200.00,,147300.0,
7271,24462641,484.0,1358.0,190.00,,,
7272,13910671,669.51458,1359.0,282.00,,,
7273,25751418,,1361.0,574.00,,,
7274,11560880,616.879109,1366.0,267.00,,,
7275,10144225,616.986748,1368.0,268.00,,,
7276,27487129,512.0,1368.0,283.00,,,
7277,18124016,578.774903,1370.0,268.00,,,
7278,27823985,586.0,1374.0,296.00,,,
7279,15422569,590.0,1377.0,267.00,,,
7280,13553035,653.0,1387.0,294.00,,,
7281,18834829,745.0,1391.0,381.00,,,
7282,19001480,814.0,1392.0,274.00,,,
7283,10205558,,1400.0,320.00,,,
7284,17176457,457.0,1402.0,305.00,,,
7285,22723638,612.0,1403.0,295.00,,,
7286,21647905,,1413.0,311.00,,,
7287,15002790,750.0,1415.0,574.00,,,
7288,17985758,885.0,1420.0,281.00,,,
7289,21749092,362.74343,1422.0,286.00,,,
7290,20475768,1012.88299,1426.0,283.00,,,
7291,26053690,480.0,1437.0,302.00,,,
7292,18674668,651.0,1439.0,310.00,,,
7293,18813597,,1443.0,298.00,,,
7294,13426404,770.0,1444.0,286.00,,,
7295,10015701,750.0,1449.0,305.00,,,
7296,14722948,,1450.0,298.00,,,
7297,24505436,1102.0,1450.0,327.00,,,
7298,23574823,880.809937,1456.0,293.00,,,
7299,10743613,562.0,1469.0,286.00,,,
7300,12953808,571.56309,1474.0,241.00,,,
7301,9481176,725.0,1475.0,320.00,,,
7302,13318334,553.0,1476.0,304.00,,,
7303,9220599,791.9001229999999,1477.0,295.00,,,
7304,12551420,,1478.0,293.00,,,
7305,20240514,,1483.0,294.00,,,
7306,21731759,596.32006,1483.0,286.00,,,
7307,23439477,580.0,1486.0,326.00,,,
7308,15715322,675.0,1491.0,243.00,,,
7309,11118845,890.0,1497.0,318.00,,163233.0,
7310,12410379,476.84076999999996,1501.0,329.00,,169367.0,
7311,13548575,955.0,1502.0,284.00,,,
7312,12524224,619.0,1502.0,317.00,,,
7313,25589959,652.29234,1504.0,320.00,,,
7314,17611134,1130.0,1506.0,290.00,,,
7315,22424980,,1510.0,319.00,,,
7316,27731668,936.4593,1516.0,385.00,,,
7317,28279046,523.0,1516.0,323.00,,,
7318,15938641,689.0,1518.0,323.00,,,
7319,16683438,600.6256199999999,1519.0,318.00,,,
7320,12015055,856.80644,1520.0,684.00,,,
7321,17675038,768.0,1524.0,395.00,,,
7322,21375654,956.0,1527.0,304.00,,,
7323,16412369,995.0,1527.0,302.00,,,
7324,17700763,711.0,1532.0,315.00,,,
7325,20156618,,1534.0,314.00,,,
7326,27629674,791.9001229999999,1535.0,309.00,,,
7327,25161879,520.97276,1541.0,326.00,,,
7328,24318701,650.13956,1543.0,309.00,,,
7329,26313665,780.0,1543.0,327.00,,,
7330,16520816,778.22997,1547.0,320.00,,,
7331,24026511,456.39,1547.0,325.00,,,
7332,19586785,880.4870199999999,1547.0,329.00,,,
7333,9880156,606.0,1550.0,320.00,,,
7334,19326711,1033.3344,1554.0,318.00,,186000.0,
7335,15041694,806.0,1555.0,313.00,,,
7336,21178650,688.674322,1560.0,321.00,,,
7337,9737441,,1560.0,285.00,,,
7338,18736863,933.23013,1562.0,302.00,,,
7339,12203099,700.0,1565.0,262.00,,,
7340,23865832,,1570.0,185.00,,,
7341,26707765,725.22,1570.0,317.00,,,
7342,13253742,600.0,1570.0,334.00,,,
7343,22339515,960.0,1572.0,329.00,,,
7344,17912905,760.0,1574.0,333.00,,,
7345,26596451,525.0,1574.0,315.00,,,
7346,10839823,659.0,1585.0,341.00,,,
7347,12995720,520.0,1589.0,297.00,,,
7348,17654213,528.0,1589.0,297.00,,,
7349,15349023,623.0,1590.0,301.00,,,
7350,25377210,787.8,1591.0,335.00,,,
7351,10773946,623.0,1591.0,358.00,,,
7352,9290070,,1592.0,164.00,,,
7353,21138479,680.0,1594.0,356.00,,,
7354,18788727,,1595.0,351.00,,,
7355,18292587,830.0,1595.0,335.00,,,
7356,16988311,659.0,1597.0,329.00,,,
7357,25323161,498.0,1599.0,351.00,,,
7358,22149438,520.0,1599.0,299.00,,,
7359,28613512,528.0,1599.0,299.00,,,
7360,13304837,839.5842,1600.0,325.00,,,
7361,28512027,894.4800899999999,1605.0,333.00,,,
7362,9897679,711.49,1606.0,325.00,,,
7363,17642417,1121.0,1608.0,316.00,,,
7364,16853921,520.0,1609.0,341.00,,,
7365,18947521,520.0,1609.0,301.00,,,
7366,16436583,641.52844,1610.0,285.00,,,
7367,21524926,964.0,1612.0,316.00,,,
7368,14302687,460.0,1615.0,330.00,,,
7369,28138261,674.0,1616.0,330.00,,,
7370,24562220,,1618.0,340.00,,,
7371,17887476,524.0,1619.0,303.00,,,
7372,21118799,739.0,1621.0,369.00,,,
7373,28130423,665.2090199999999,1624.0,259.00,,,
