"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","Area","WaterSupply","LotDepth","LotFrontage","MunicipalAssessment","FloorCovering","Topography","Insurance"
"18551865",,"1994","$3,017.00","$615.00",,"Electricity",,"Commuter train, University, High school, Public transportation, Highway, Cross-country skiing, CEGEP, Park, Elementary school, Bicycle path","Municipality",,,,,"Built-in, Double width or more","Garage : 2, Driveway : 4",,"6,238 SF","Municipality",,,"$349,100.00",,,
"18556197",,"1955","$3,165.00","$655.00",,"Electricity",,,"Municipality",,,,,"Single width, Detached","Driveway : 1, Garage : 1","Residential","2,412 SF irr.","Municipality",,,"$366,300.00",,,
"18559161",,"1955","$2,766.00","$600.00",,"Electricity",,"Hospital, Park, Bicycle path, Highway, Elementary school, CEGEP, Commuter train, High school, Golf","Municipality",,,,,,"Driveway : 3","Commercial, Residential","3,600 SF irr.","Municipality",,,"$334,400.00",,,"$1,111.00"
"18582797","1,033 SF","2002","$2,089.00","$399.00",,"Electricity",,"Public transportation, Highway, Elementary school, Park, Bicycle path, Golf, High school","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$210,800.00",,"Flat",
"18583643",,"CONS",,,,,,,"Municipality",,,,,,,,"1,474.76 SF","Municipality",,,,,,
"18584190","1,324 SF","1986","$2,475.00","$476.00",,"Electricity",,"High school, Park, Elementary school, Public transportation, Highway","Municipality",,,,,"Single width, Attached","Garage : 1, Driveway : 2",,"2,997 SF","Municipality",,,"$272,300.00",,"Flat",
"18588605","658 SF","1931","$1,707.00","$361.00",,"Electricity",,"Hospital, Bicycle path, Public transportation, Elementary school, Metro, Park, High school","Municipality",,,,,,,,"N/A","Municipality",,,"$211,900.00",,,
"18593769","882 SF","1930","$3,788.00","$746.00",,"Electricity",,"Public transportation, Park, High school, Highway, Bicycle path","Municipality",,,,,,"Driveway : 1",,"4,371 SF irr.","Municipality",,,"$442,400.00",,,
"18602852","810 SF","1999","$2,300.00","$493.00",,"Electricity",,"Metro, Park, Bicycle path, Public transportation, University","Municipality",,,,,,"License tag : 1",,"N/A","Municipality",,,"$279,300.00",,,
"18603286",,"1964","$3,165.00","$640.00",,"Electricity",,"Public transportation, High school, CEGEP, Park, Highway, Metro","Municipality",,,,,"Tandem, Attached, Heated","Garage : 2, Driveway : 1",,"2,287 SF","Municipality",,,"$366,300.00",,,
"18608811",,"INCO","$3,288.00","$689.00",,,,,"Municipality",,,,,,,"Residential","1,875 SF","Municipality",,,"$410,100.00",,,
"18609016","1,288 SF","1965","$4,093.00","$869.00",,"Radiant au plafond, Electricity",,"Elementary school, CEGEP, Public transportation, Park, Highway, Metro, Bicycle path","Municipality",,,,,"Single width, Built-in","Driveway : 1, Garage : 1",,"4,678 SF","Municipality",,,"$530,200.00",,,
"18609679",,"1885","$4,178.00","$897.00",,"Natural gas, Electricity",,"Public transportation, Metro, Elementary school, Park, Hospital, Bicycle path, University","Municipality",,,,,,,"Residential","2,100.04 SF","Municipality",,,"$531,600.00",,,
"18618702","651 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"18620615",,"1962","$2,998.00","$636.00",,"Electricity",,,"Municipality",,,,,,,"Residential","1,949.67 SF","Municipality",,,"$347,900.00",,,
"18621847","649 SF","2014",,,,"Electricity",,,"Municipality",,,,"Panoramic, View of the city",,,,"N/A","Municipality",,,,,,
"18625863","657 SF","CONS",,,,"Electricity",,"Park, Public transportation, Metro, Bicycle path","Municipality",,,,,,,,"N/A","Municipality",,,,,,
"18626753","1,981 SF","2014",,,,"Electricity",,"Public transportation, Metro, Elementary school, High school, Park, Bicycle path, CEGEP, Highway","Municipality",,,,,"Heated, Built-in","Garage : 1",,"N/A","Municipality",,,,,,
"18639987",,"INCO","$2,577.00","$567.00",,"Electricity",,"Park, Public transportation, Highway, Elementary school, High school","Municipality",,,,,"Heated, Built-in","Garage : 1, Driveway : 1",,"2,800 SF","Municipality",,,"$317,300.00",,,
"18653680","1,050 SF","1991","$1,380.00","$290.00",,"Electricity",,"Highway, Metro, Hospital, CEGEP, High school, Public transportation","Municipality",,,,,,,,"N/A","Municipality",,,"$110,900.00",,"Flat",
"18656632","700 SF","1956","$1,481.00","$332.00",,,,"Metro, High school, Commuter train, Bicycle path, Public transportation, Park, Elementary school, Highway, Hospital","Municipality",,,,,,"Driveway : 1",,"1,264,544.2 SF","Municipality",,,"$3,776,000.00",,,
"18657355",,"1956","$4,339.00","$656.00",,"Electricity",,"Public transportation, Park, Highway, Iga, Pharmacies, Parc Promenade-Bellerive, Elementary school, Metro, Bicycle path","Municipality",,,,,,"Driveway : 1",,"4,500 SF","Municipality",,,"$363,000.00",,,
"18660406","2,908 SF","1960","$6,856.00","$1,333.00",,"Electricity, Heating oil",,"Golf, Public transportation, Elementary school, CEGEP, High school, Commuter train, Highway, Bicycle path, Hospital, Park","Municipality",,,"Inground",,"Built-in","Driveway : 4, Garage : 2",,"13,551 SF","Municipality",,,"$775,600.00",,,
"18661456","1,183 SF","2008","$2,844.00","$602.00",,"Electricity",,"Public transportation, Elementary school, Commuter train, Park, Bicycle path, Metro, Aquadome, CEGEP, High school, Hospital, Highway","Municipality",,,,,"Built-in, Attached, Heated","Garage : 1Garage : 1",,"N/A","Municipality",,,"$336,600.00",,,
"18675115","879 SF","1928","$1.00","$1.00",,"Natural gas",,"University, Highway, Hospital, Metro, CEGEP, Public transportation","Municipality",,,,,,,,"N/A","Municipality",,,"$4,200,000.00",,,
"18675454",,"1930","$2,585.00","$496.00",,"Electricity",,"High school, Bicycle path, Park, CEGEP, Hospital, Highway, Public transportation, Elementary school","Municipality",,,,"View of the water","Built-in","Garage : 1, Driveway : 1",,"4,686.6 SF irr.","Municipality",,,"$272,400.00",,"Flat",
"18676018","491 SF","1957","$614.00","$120.00",,"Electricity",,"Public transportation, Hospital, Elementary school, Park, CEGEP, High school, Metro","Municipality",,,,,,,,"N/A","Municipality",,,"$700,000.00",,,
"18677934",,"1972","$6,777.00","$1,441.00",,"Electricity, Heating oil, Dual energy",,"Bicycle path, Park, CEGEP, Cross-country skiing, Elementary school, Golf, High school","Municipality",,,,"View of the water","Built-in, Heated, Double width or more","Driveway : 8, Garage : 2",,"25,845.44 SF irr.","Municipality",,,"$823,700.00",,,
"18699487","1,021 SF","CONS",,,,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"18708438",,"1958","$5,866.00","$955.00",,"Electricity",,"High school, CEGEP, Highway, Park, Public transportation, Elementary school, Hospital","Municipality",,,,,"Double width or more, Attached","Garage : 2, Driveway : 2","Residential","4,250.02 SF","Municipality",,,"$560,000.00","Wood",,
"18710373",,"2011","$3,825.00","$791.00",,"Electricity",,"Bicycle path, Public transportation, High school, Elementary school, Highway, Park, Metro","Municipality",,,,,"Built-in, Heated, Single width","Garage : 1, Driveway : 1",,"2,922 SF irr.","Municipality",,,"$447,500.00",,,
"18712407","824 SF","ACONS",,,,,,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"18721411","1,072 SF","2011","$2,190.00","$429.00",,"Electricity",,"Public transportation, Park, Elementary school, Hospital","Municipality",,,,,,,,"N/A","Municipality",,,"$224,700.00",,,
"18721419","535.6 SF","1928","$2,451.00","$489.00",,"Electricity",,"Elementary school, Hospital, Public transportation, Park","Municipality",,,,,,,,"N/A","Municipality",,,"$299,000.00",,"Flat",
"18744830","928 SF","1922","$2,206.00","$458.00",,"Electricity",,"Park, Public transportation, Highway, Metro, Bicycle path, Elementary school","Municipality",,,,,,,,"N/A","Municipality",,,"$257,500.00",,,
"18750066","548 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"18759027",,"1961","$2,509.00","$614.00",,"Electricity",,"Park, Golf, High school, Hospital, Elementary school, Highway, CEGEP, Public transportation, Bicycle path","Municipality",,,,,,"Driveway : 2","Residential","3,800 SF","Municipality",,,"$391,600.00","Wood, Ceramic","Flat",
"18766091","5,000 SF","2012","$14,054.00","$1,037.00",,,,,"Municipality",,,,,,,"Industrial, Commercial","N/A","Municipality",,,"$368,000.00",,,
"18778206","709 SF","1994","$1,977.00","$366.00",,,,"Highway, High school, Metro, Hospital, Elementary school, CEGEP, Public transportation, Park","Municipality",,,,,"Double width or more, Built-in, Heated","Garage : 2Garage : 2",,"N/A","Municipality",,,"$205,700.00",,,
"18791081","2,700 SF","1976","$5,528.00","$1,502.00",,"Electricity",,"Highway, Golf, Bicycle path, Park, CEGEP, Commuter train, University, Public transportation, High school, Elementary school","Septic tank",,,"Heated, Inground",,"Double width or more, Built-in","Garage : 2, Driveway : 6",,"15,049 SF","Municipality",,,"$831,600.00",,"Flat",
"18793637","1,017 SF","1991","$1,481.00","$407.00",,"Electricity",,"Golf, CEGEP, Elementary school, Commuter train, Bicycle path, Hospital, High school, Public transportation, Highway, University, Park","Municipality",,,,"West/North","Heated","Garage : 1Garage : 14",,"N/A","Municipality",,,"$234,600.00",,,
"18816375",,"2004","$4,866.00","$1,056.00",,"Electricity",,"CEGEP, Golf, Elementary school, Park, Bicycle path, High school, Cross-country skiing","Municipality",,,"Inground",,,"Driveway : 4, Garage : 2",,"7,965 SF","Municipality",,,"$588,100.00",,,
"18816845","1,303 SF","1991","$1,523.00","$317.00",,"Electricity",,"Park, High school, Golf, Elementary school, Public transportation, Bicycle path","Municipality",,,,,,"Driveway : 2Driveway : 2",,"N/A","Municipality",,,"$176,700.00",,,
"18826409","965.52 SF","1989","$3,018.00","$655.00",,"Electricity",,"University, Highway, High school, Hospital, Metro, CEGEP, Park, Public transportation, Bicycle path","Municipality",,,,,"Heated, Single width","Garage : 1Garage : 1",,"N/A","Municipality",,,"$358,400.00",,,
"18829413","907 SF","2003","$1,272.00","$372.00",,"Electricity",,"Public transportation, Golf, Bicycle path, Park, Highway, CEGEP, Elementary school","Municipality",,,,,,"Driveway : 2",,"5,482 SF","Municipality",,,"$212,500.00",,,
"18830986",,"1958","$884.00","$209.00",,"Electricity",,,"Municipality",,,,,,"Carport : 2",,"2,060 SF","Municipality",,,"$116,100.00",,,
"18837085",,"1993","$1,258.00","$247.00",,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,"$133,700.00",,,
"18856460","1,155 SF","2013",,,,"Electricity",,"Public transportation, Metro, Place Ville Marie, Place des Arts, Bell Centre, , University, Bicycle path, Park, Commuter train, Hospital","Municipality",,,"Indoor, Heated, Inground, Common spa","View of the city",,"Garage : 1",,"N/A","Municipality",,,,,,
"18865367","916 SF","2013","$2,484.00","$49.00",,"Electricity",,,"Municipality",,,"Indoor, Inground, Heated, Common spa",,"Heated","Garage : 1",,"N/A","Municipality",,,"$317,600.00",,,
"18867965",,"1987","$5,464.00","$1,090.00",,"Electricity",,,"Municipality",,,,,"Built-in, Double","Driveway : 4, Garage : 2",,"10,800 SF","Municipality",,,"$591,100.00",,,
"18873898",,"1958","$2,100.00","$414.00",,"Electricity",,"Highway, CEGEP, Commuter train, Bicycle path, High school, Hospital, Park, Elementary school","Municipality",,,,,,"Driveway : 2",,"2,464 SF","Municipality",,,"$227,800.00",,"Flat",
"18880741","832.05 SF","1985","$1,696.00","$333.00",,"Electricity",,"Public transportation, High school, Highway, Elementary school","Municipality",,,,,"Built-in, Heated, Single width","Garage : 1",,"N/A","Municipality",,,"$181,300.00",,,
"18890272","462 SF","1928","$1.00","$1.00",,"Natural gas",,"University, Metro, Highway, Hospital, Public transportation, CEGEP","Municipality",,,,,,,,"N/A","Municipality",,,"$4,200,000.00",,,
"18905409",,"1974","$4,831.00","$999.00",,"Electricity",,"High school, Public transportation, Elementary school, CEGEP, Highway","Municipality",,,,,"Single width, Built-in","Garage : 1","Residential","3,060 SF","Municipality",,,"$560,000.00",,,
"18906044","850 SF","1961","$3,959.00","$415.00",,"Electricity",,,"Municipality",,,,,,,"Residential","1,750 SF","Municipality",,,"$484,100.00",,,
"18914580","1,181 SF","1982","$2,420.00","$513.00",,,,"Public transportation, Park, Elementary school, Cross-country skiing, Bicycle path, Highway, Golf","Municipality",,,"Heated, Indoor, Inground","Panoramic, View of the water","Single width, Attached, Heated","Garage : 1",,"N/A","Municipality",,,"$293,700.00",,,
"18917720","667 SF","2012",,,,"Electricity",,"High school, Bicycle path, Hospital, Highway, Elementary school, Park, Public transportation, Restos-boutiques, Metro","Municipality",,,,"View of the city",,,,"N/A","Municipality",,,,,,
"18924140","1,950 SF","1949","$3,623.00","$762.00",,"Dual energy",,"High school, Highway, Public transportation, CEGEP, Park, Elementary school, Bicycle path, Metro","Municipality",,,,,"Heated, Attached, Single width","Driveway : 1, Garage : 1",,"4,228 SF","Municipality",,,"$454,200.00",,,
"18924709","775 SF","2013","$1,557.00","$342.00",,"Electricity",,"Shop angus + �picerie 5 minutes, Elementary school, Hospital, Park, Metro, High school, CEGEP, Public transportation, Highway, Bicycle path, University","Municipality",,,,"Panoramic, View of the city","Heated, Single width","Garage : 1",,"N/A","Municipality",,,"$217,000.00",,,
"18929893",,"1955","$2,832.00","$543.00",,"Electricity",,"Bicycle path, Elementary school, High school, Public transportation","Municipality",,,,,,"Driveway : 3, Carport : 2",,"5,247 SF irr.","Municipality",,,"$290,100.00",,,
"18930513","2,040 SF","1950","$3,756.00","$706.00",,"Electricity",,"Public transportation, Commuter train, CEGEP, High school, Bicycle path, Highway, Park, Elementary school","Municipality",,,"Inground",,,"Driveway : 3","Residential","4,825 SF","Municipality",,,"$401,500.00","Wood, Ceramic","Flat",
"18944358","1,141 SF","1910","$4,766.00","$1,057.00",,"Electricity",,"Metro, Park, Bicycle path, University, Hospital, CEGEP, Public transportation, Elementary school, Commuter train, Highway, High school","Municipality",,,,"Panoramic, View of the city","Built-in","Garage : 1",,"N/A","Municipality",,,"$431,200.00",,"Flat",
"18945658","1,255 SF","2013",,,,"Electricity",,"Hospital, Commuter train, University, Public transportation, Bicycle path, Place Ville Marie, Place des Arts, Bell Centre, , Metro, Park","Municipality",,,"Heated, Indoor, Common spa, Inground","View of the city",,,,"N/A","Municipality",,,,,,
"18952199",,"1984","$2,945.00","$579.00",,"Electricity",,"High school, Highway, Cross-country skiing, Bicycle path, Commuter train, Elementary school, Public transportation, Golf, Park","Municipality",,,"Above-ground",,"Built-in","Driveway : 1, Garage : 1",,"4,913.73 SF irr.","Municipality",,,"$322,200.00",,"Flat",
"18969286",,"1957","$3,586.00","$742.00",,"Electricity",,"Park, High school, Metro, Hospital, Public transportation, Elementary school","Municipality",,,,,"Heated, Single width","Garage : 1, Driveway : 2","Residential","2,500 SF","Municipality",,,"$408,000.00",,,
"18979714",,"1979","$2,592.00","$711.00",,"Electricity",,"Elementary school, CEGEP, Public transportation, Commuter train, Park, High school, Highway, public pool, daycare","Septic tank",,,,,"Attached, Single width","Driveway : 4, Garage : 1",,"14,997.36 SF irr.","Municipality",,,"$417,100.00",,,
"18981190","4,000 SF","1968","$5,201.00","$957.00",,"Electricity",,"Metro, Public transportation, Park, Highway, CEGEP, Golf, Bicycle path, High school, Elementary school, Hospital","Municipality",,,,,"Double width or more, Heated","Garage : 2, Driveway : 2",,"3,600 SF","Municipality",,,"$544,200.00","Parquetry, Linoleum, Wood, Ceramic","Flat","$1,545.00"
"18984139","676 SF","2014",,,,"Electricity",,"Bicycle path, Park, Public transportation, High school, Elementary school, University, CEGEP, Metro, Highway, Commuter train, Hospital","Municipality",,,,,,,,"N/A","Municipality",,,,,,
"18986776","1,839.55 SF","1996","$3,724.00","$797.00",,"Electricity",,"Public transportation, Park, Highway","Municipality",,,"Inground",,"Built-in, Heated, Single width","Garage : 1Garage : 1",,"N/A","With water meter, Municipality",,,"$453,600.00",,"Flat",
"18989712",,"2002","$6,160.00","$1,300.00",,"Electricity",,"Bicycle path, cinema and shopping center, Highway, Park, High school, Metro, Cross-country skiing, CEGEP, Public transportation, Elementary school","Municipality",,,,,"Double width or more, Built-in","Garage : 2, Driveway : 1",,"N/A","Municipality",,,"$760,900.00",,"Flat",
"18992575","887 SF","ACONS",,,,"Electricity",,"Park, High school, Public transportation, CEGEP, Hospital, Bicycle path, Metro, Elementary school, University, Highway, Commuter train","Municipality",,,,"View of the city, Panoramic",,,,"N/A","Municipality",,,,,,
"18992680","1,032 SF","2014",,,,,,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"18997899",,"INCO",,,,,,,"Municipality",,,,,,,"Commercial","N/A","Municipality",,,,,,
"18999127",,"1963","$4,088.00","$842.00",,"Electricity",,"Highway, Bicycle path, Elementary school, Metro, Public transportation, High school, Promenade Fleury , CEGEP","Municipality",,,"Above-ground",,,"Driveway : 2","Residential","3,914.83 SF","Municipality",,,"$514,500.00",,,
"19002351","1,767 SF","1932","$5,890.00","$1,361.00",,"Natural gas, Electricity",,"Park, High school, Metro, Public transportation, CEGEP, Hospital, Highway, Elementary school","Municipality",,,,,"Single width, Attached","Garage : 1",,"5,768 SF","Municipality",,,"$826,500.00",,"Flat",
"19004805","1,770 SF","1955","$2,083.00","$434.00",,"Electricity",,,"Municipality",,,,,,,,"1,960 SF","Municipality",,,"$239,800.00",,,
"19009489",,"1924","$4,702.00","$1,012.00",,"Electricity",,"Elementary school, Cross-country skiing, Bicycle path, High school, Highway, New McGill University Health Centre, Metro, University, Hospital, CEGEP, Park","Municipality",,,,,"Double width or more","Garage : 2","Residential","2,137.71 SF","Municipality",,,"$572,800.00",,"Flat",
"19013011",,"1984","$4,360.00","$882.00",,"Electricity",,"Highway, Commuter train, Public transportation, Park","Municipality",,,,,"Double width or more","Driveway : 4, Garage : 2","Residential","4,691 SF","Municipality",,,"$443,300.00",,,
"19031274",,"1900","$5,969.00","$1,419.00",,"Electricity",,"Cross-country skiing, Golf, Elementary school, Bicycle path, Park, CEGEP","Septic tank",,,,"View of the water, View of the mountain, Panoramic",,"Driveway : 6",,"112,000 SF irr.","Artesian well",,,"$851,100.00",,,
"19043282",,"1957","$3,071.00","$568.00",,"Electricity",,"Highway, Bicycle path, Elementary school, Park, High school, Metro, Public transportation","Municipality",,,,,,"Driveway : 2",,"4,615 SF irr.","Municipality",,,"$324,300.00",,,
"19043954",,"INCO",,,,,,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,"$1,070.00"
"19049715",,"1965",,,,"Electricity",,,"Municipality",,,,,,,"Commercial","27,351 SF irr.","Municipality",,,"$1,818,500.00",,,"$750.00"
"19060981",,"1949","$4,600.00","$905.00",,"Electricity",,"Public transportation, High school, Bicycle path, Park, Lachine canal, Atwater market, Hospital, Elementary school, Highway, CEGEP, Metro","Municipality",,,,,"Single width","Garage : 1, Driveway : 2","Residential","3,787.82 SF","Municipality",,,"$557,100.00",,,
"19073222","840 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"19075820",,"1962","$2,918.00","$579.00",,,,,"Municipality",,,,,"Built-in, Heated","Driveway : 1, Garage : 1","Residential","1,300 SF","Municipality",,,"$318,600.00",,,
"19077473",,"INCO",,,,"Natural gas, Electricity",,"Public transportation, Commuter train, Metro, Highway","Municipality",,,,,,,,"N/A","Municipality",,,,,,
"19077674",,"1946","$2,892.00","$610.00",,"Electricity",,"Park, Metro, Bicycle path, High school, Public transportation, Elementary school","Municipality",,,,,"Attached, Single width","Garage : 1, Driveway : 1",,"4,650 SF","Municipality",,,"$367,000.00",,"Flat",
"19079489","459 SF","1935","$1,186.00","$245.00",,"Electricity",,,"Municipality",,,,"Sur le jardins",,,,"N/A","Municipality",,,"$139,600.00",,"Flat",
"19104339","1,161 SF","1998","$3,092.00","$664.00",,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,"$391,600.00",,,
"19116082",,"1990","$23,000.00","$5,000.00",,"Electricity",,"Highway, Park, Golf, Hospital, Metro, Public transportation, High school, Bicycle path, Commuter train, Trudeau Airport YUL, Elementary school, Cross-country skiing","Municipality",,,"Inground, Heated","View of the mountain, View of the water, Panoramic, 270 Degree Panoramic Views","Heated, Attached, Double width or more","Garage : 5, Driveway : 6",,"25,626 SF","Municipality",,,"$2,974,400.00",,"Flat",
"19122417","669.4 SF","1957","$1.00","$1.00",,"Electricity",,,"Municipality",,,,,,,,"669.4 SF","Municipality",,,"$2.00",,,
"19126289","1,611.36 SF","1900","$10,735.00","$563.00",,,,,"Municipality",,,,,,,"Commercial","2,750.18 SF","Municipality",,,"$335,500.00",,,
"19132267",,"1991","$3,479.00","$737.00",,"Electricity",,"Hospital, Golf, Elementary school, High school, Alpine skiing, CEGEP, Commuter train, Bicycle path, Highway, Cross-country skiing, Park, University, Public transportation","Municipality",,,"Inground",,"Attached, Single width, Heated, Built-in","Garage : 1, Driveway : 4",,"6,652.1 SF","Municipality",,,"$406,900.00",,,
"19137671","728.72 SF","2013","$2.00","$2.00",,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,"$4.00",,,
"19145513",,"1989","$5,244.00","$1,043.00",,"Electricity",,"Bicycle path, Highway, Public transportation, Park, Elementary school, Cross-country skiing, High school, CEGEP","Municipality",,,,,"Heated, Built-in","Driveway : 6, Garage : 1","Residential","6,098 SF irr.","Municipality",,,"$543,000.00","Parquetry",,
"19146456",,"1970","$4,759.00","$878.00",,"Electricity, Heating oil",,"High school, Park, Bicycle path, Public transportation, Elementary school","Municipality",,,,,"Attached","Driveway : 1, Garage : 1","Residential","2,465 SF","Municipality",,,"$516,600.00",,,
"19150220","689.97 SF","2010","$1,771.00","$372.00",,,,"Metro, Park, Hospital, Public transportation, Elementary school, Highway, High school, Bicycle path, CEGEP, Commuter train","Municipality",,,,,"Built-in","Garage : 1",,"N/A","Municipality",,,"$191,367.00",,,
"19150982",,"1978","$5,353.00","$1,107.00",,"Electricity",,"Elementary school, High school, Park, Public transportation","Municipality",,,,,"Built-in, Double width or more, Heated","Garage : 2, Driveway : 2","Residential","3,874 SF","Municipality",,,"$645,000.00","plancher de bois sous le tais du rch, Carpet, Ceramic","Flat",
"19151175",,"2004","$5,500.00","$1,163.00",,"Electricity",,"Golf, Bicycle path, Cross-country skiing, Park, Elementary school, CEGEP, High school","Municipality",,,"Heated, Inground, Chlorine",,"Double width or more, Built-in","Garage : 2, Driveway : 4",,"9,136 SF irr.","Municipality",,,"$676,200.00",,,
"19155229","1,100 SF","1970","$2,015.00","$354.00",,"Natural gas",,"Public transportation, Bicycle path, High school, Commuter train, Park, Elementary school, Cross-country skiing, Highway","Municipality",,,"Inground",,,"Driveway : 1",,"N/A","Municipality",,,"$192,500.00",,,
"19158068",,"1900","$4,191.00","$898.00",,"Electricity",,,"Municipality",,,,,"Attached, Single width","Garage : 1","Residential","2,500 SF","Municipality",,,"$536,000.00",,,
"19158707","533 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"19167242","846 SF","ACONS",,,,"Electricity",,"Bicycle path, Metro, Park, Hospital, Commuter train, Public transportation, Highway, CEGEP, University, Elementary school, High school","Municipality",,,,"View of the city, Panoramic",,,,"N/A","Municipality",,,,,,
"19176947","1,340 SF","2009","$2,326.00","$456.00",,"Electricity",,"Public transportation, High school, Metro, Bicycle path, Highway, Park, Commuter train, University, Elementary school, Hospital, CEGEP","Municipality",,,,"View of the mountain, View of the city",,"Driveway : 1Driveway : 1",,"N/A","Municipality",,,"$283,200.00",,"Flat",
"19179897","1,050 SF","1910","$2,247.00","$484.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 15",,"N/A","Municipality",,,"$272,300.00",,,
"19191900",,"2008","$2,907.00","$628.00",,"Electricity",,,"Municipality",,,,,"Single width, Attached","Garage : 1, Driveway : 4",,"3,481 SF","Municipality",,,"$383,400.00",,,
"19192821",,"1955","$2,739.00","$524.00",,"Electricity",,"Commuter train, Highway, High school, Park, Metro, Bicycle path, CEGEP, Elementary school, Public transportation","Municipality",,,,,"Heated","Driveway : 1, Garage : 2",,"4,815 SF","Municipality",,,"$297,200.00",,,
"19206791",,"1949","$4,813.00","$506.00",,,,"CEGEP, Metro, Commuter train, Public transportation, High school, Bicycle path, Elementary school, Park, Highway","Municipality",,,,,"Heated, Built-in, Single width","Garage : 1, Driveway : 1","Residential","6,085 SF","Municipality",,,"$623,600.00","Laminate floor, Ceramic, Wood","Flat",
"19209972",,"1962","$7,172.00","$1,281.00",,"Electricity",,"Elementary school, University, CEGEP, Bicycle path, Hospital, Highway, Park, Public transportation, High school","Municipality",,,,,,"Driveway : 2, Garage : 2","Residential","3,862 SF","Municipality",,,"$745,300.00",,,
"19211722","3,304 SF","1923","$4,858.00","$990.00",,"Electricity",,"Metro, High school, University, Highway, CEGEP, Public transportation, Hospital, Elementary school, Bicycle path, Park","Municipality",,,,,,,"Residential","2,460 SF","Municipality",,,"$600,200.00",,,
"19219094",,"1912","$3,549.00","$719.00",,"Electricity",,"Metro, University, Elementary school, Public transportation, High school, Commuter train, Park, CEGEP, Hospital","Municipality",,,,,,,"Residential","1,216 SF","Municipality",,,"$476,000.00","Wood","Flat",
"19225359",,"1964","$2,726.00","$558.00",,"Natural gas",,"Bicycle path, Elementary school, Park, Golf, Public transportation, High school, Cross-country skiing, Commuter train, CEGEP","Municipality",,,,,"Heated, Single width, Built-in","Driveway : 2, Garage : 1",,"6,820 SF","Municipality",,,"$327,400.00",,"Flat",
"19231239","1,300 SF","1984","$4,100.00","$700.00",,"Electricity",,,"Municipality",,,,,"Single width, Heated","Garage : 1",,"3,500 SF","Municipality",,,"$491,200.00",,,
"19243593",,"1995","$13,690.00","$2,895.00",,"Electricity",,"Commuter train, Bicycle path, Elementary school, Hospital, Cross-country skiing, High school, Highway, Public transportation, Park","Municipality",,,,"Panoramic, View of the water","Double width or more, Built-in, Heated, Attached","Garage : 5, Driveway : 4",,"11,198 SF irr.","Municipality",,,"$1,712,400.00",,"Flat",
"19254170",,"2004","$3,594.00","$604.00",,,,"Public transportation, Highway, Golf, High school, CEGEP, Bicycle path, Park, Elementary school","Municipality",,,,,"Built-in, Single width","Garage : 1",,"3,815 SF","Municipality",,,"$338,100.00",,,
"19256519","2,400 SF","1950","$4,188.00","$1,001.00",,"Electricity",,"Park, Hospital, Commuter train, CEGEP, Public transportation, High school, Metro, University, Elementary school, Bicycle path, Highway","Municipality",,,,,"Built-in, Double width or more","Garage : 2, Driveway : 2","Residential","3,772 SF","Municipality",,,"$587,700.00","Flexible floor coverings, Wood",,
"19257965","1,117 SF","1993","$2,124.00","$441.00",,"Electricity",,"Hospital, Highway, Public transportation, High school, Cross-country skiing, CEGEP, Park, Metro, Elementary school","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$251,600.00",,,
"19261797","1,091.46 SF","1990","$1,762.00","$356.00",,"Electricity",,,"Municipality",,,"Inground",,,,,"N/A","Municipality",,,"$193,000.00",,,
"19265748","1,068.86 SF","2010","$5,165.00","$1,134.00",,"Electricity",,"University, Park, CEGEP, Public transportation, Bicycle path, Highway, Hospital, Metro","Municipality",,,"Indoor, Heated, Common spa","Panoramic, View of the mountain, View of the city","Heated","Garage : 1Garage : 1",,"N/A","Municipality",,,"$682,400.00",,"Flat",
"19271473","627 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"19273844","1,313.2 SF","1951","$2,596.00","$546.00",,"Electricity",,"CEGEP, High school, Bicycle path, Hospital, Elementary school, Park, Public transportation, Highway","Municipality",,,,,,"Driveway : 3",,"5,549.87 SF","Municipality",,,"$317,500.00",,"Flat",
"19277735","1,269 SF","2013",,,,"Electricity",,"Commuter train, Bicycle path, Metro, Hospital, Public transportation, CEGEP, Park, Elementary school","Municipality",,,"Indoor",,"Interior","Garage : 1",,"N/A","Municipality",,,,,,
